Parallel{
Sell 16800  YHOO @ 99.79 #+15145555329
Buy 13160  YHOO @ 19 #+15145557112
Buy 15710  YHOO @ 17.71 #+15145550390
Sell 18580  YHOO @ 15.59 #+15145557328
Buy 31470  YHOO @ 19.26 #+15145550885
Buy 25780  YHOO @ 17.07 #+15145558938
Buy 10190  YHOO @ 15.55 #+15145557151
Sell 16250  YHOO @ 18.82 #+15145559536
Sell 12540  YHOO @ 16.06 #+15145558587
Buy 9900  YHOO @ 17.4 #+15145553535
Buy 10050  YHOO @ 16.74 #+15145551183
Sell 21050  YHOO @ 18.8 #+15145553160
Sell 14960  YHOO @ 15.83 #+15145557694
Buy 15970  YHOO @ 16.43 #+15145552385
Sell 8660  YHOO @ 15.35 #+15145555360
Sell 12830  YHOO @ 18.14 #+15145558914
Buy 18040  YHOO @ 15.74 #+15145557413
Sell 15360  YHOO @ 15.79 #+15145554187
Buy 16800  YHOO @ 16.38 #+15145558791
Buy 27010  YHOO @ 15.39 #+15145559075
Buy 21580  YHOO @ 19.58 #+15145550810
Sell 21800  YHOO @ 19.2 #+15145550580
Buy 19680  YHOO @ 14.32 #+15145556837
Buy 29210  YHOO @ 19.29 #+15145555076
Buy 21350  YHOO @ 15.68 #+15145552416
Sell 21900  YHOO @ 14.13 #+15145551626
Buy 16580  YHOO @ 14.37 #+15145553362
Buy 15780  YHOO @ 15.38 #+15145555631
Sell 18170  YHOO @ 15.98 #+15145552400
Sell 45190  YHOO @ 18.11 #+15145551734
Buy 50040  YHOO @ 14.01 #+15145550824
Sell 24960  YHOO @ 16.89 #+15145555426
Sell 45490  YHOO @ 18.71 #+15145557537
Buy 19030  YHOO @ 18.57 #+15145554489
Sell 20530  YHOO @ 13.95 #+15145559171
Sell 18670  YHOO @ 13.89 #+15145550165
Sell 19700  YHOO @ 14.99 #+15145555761
Buy 20800  YHOO @ 17.36 #+15145551691
Sell 24080  YHOO @ 16.97 #+15145558155
Sell 35030  YHOO @ 17.54 #+15145552967
Buy 29810  YHOO @ 16.88 #+15145552085
Buy 29230  YHOO @ 15.5 #+15145559126
Sell 35630  YHOO @ 12.93 #+15145556775
Buy 30130  YHOO @ 16.21 #+15145556107
Buy 45500  YHOO @ 17.16 #+15145557037
Buy 45490  YHOO @ 15.8 #+15145554970
Sell 75200  YHOO @ 16.14 #+15145559750
Sell 65220  YHOO @ 16.75 #+15145553955
Sell 65590  YHOO @ 15.66 #+15145553770
Buy 125560  YHOO @ 16.21 #+15145558320
Sell 38620  YHOO @ 11.9 #+15145552084
Sell 16110  YHOO @ 11.48 #+15145550161
Sell 10610  YHOO @ 13.51 #+15145550329
Buy 11010  YHOO @ 13.88 #+15145555871
Sell 12060  YHOO @ 13.04 #+15145557658
Sell 17780  YHOO @ 14.7 #+15145559169
Buy 18270  YHOO @ 11.08 #+15145557774
Buy 21260  YHOO @ 14.37 #+15145559435
Buy 14590  YHOO @ 14.6 #+15145551746
Sell 36120  YHOO @ 14.03 #+15145555250
Buy 24460  YHOO @ 15.29 #+15145558046
Sell 18020  YHOO @ 13.11 #+15145558081
Buy 16610  YHOO @ 13.3 #+15145556100
Sell 12770  YHOO @ 14.5 #+15145559396
Buy 9640  YHOO @ 14.86 #+15145550311
Sell 9820  YHOO @ 14.33 #+15145552235
Sell 10150  YHOO @ 14.99 #+15145550090
Buy 9590  YHOO @ 13.29 #+15145550384
Buy 13730  YHOO @ 12.29 #+15145555301
Sell 20120  YHOO @ 11.67 #+15145559078
Sell 15060  YHOO @ 13.1 #+15145553654
Buy 19370  YHOO @ 11.89 #+15145555623
Sell 18970  YHOO @ 12.34 #+15145554133
Buy 17470  YHOO @ 14.94 #+15145550398
Buy 19210  YHOO @ 14.26 #+15145557502
Sell 26630  YHOO @ 14.45 #+15145559476
Buy 26390  YHOO @ 14.74 #+15145557601
Buy 23820  YHOO @ 13.05 #+15145554301
Sell 70990  YHOO @ 14.99 #+15145555051
Sell 55790  YHOO @ 10.15 #+15145551857
Buy 25000  YHOO @ 13.9 #+15145557499
Buy 22960  YHOO @ 14.72 #+15145553561
Buy 17530  YHOO @ 15.46 #+15145551750
Sell 21010  YHOO @ 10.96 #+15145556978
Sell 20940  YHOO @ 15.95 #+15145559619
Sell 16500  YHOO @ 13.45 #+15145558450
Sell 25110  YHOO @ 16.3 #+15145555466
Sell 14820  YHOO @ 13.13 #+15145555254
Buy 13770  YHOO @ 15.36 #+15145558510
Buy 19840  YHOO @ 8.15 #+15145554070
Buy 20220  YHOO @ 7.84 #+15145552634
Sell 9140  YHOO @ 8.2 #+15145554232
Buy 9680  YHOO @ 9.41 #+15145552185
Buy 13100  YHOO @ 9.72 #+15145550306
Sell 16850  YHOO @ 5.85 #+15145559208
Buy 15270  YHOO @ 8.38 #+15145553754
Buy 16350  YHOO @ 9.65 #+15145552054
Buy 17920  YHOO @ 8.16 #+15145555826
Buy 16590  YHOO @ 9.44 #+15145551468
Buy 14400  YHOO @ 7.26 #+15145557127
Sell 19160  YHOO @ 8.7 #+15145551999
Buy 17160  YHOO @ 6.53 #+15145555591
Buy 24620  YHOO @ 8.9 #+15145559469
Buy 39190  YHOO @ 9.55 #+15145556238
Sell 30750  YHOO @ 9.4 #+15145555594
Sell 24080  YHOO @ 5.3 #+15145558415
Sell 26270  YHOO @ 5.63 #+15145559033
Sell 19750  YHOO @ 6.26 #+15145554924
Buy 21360  YHOO @ 8.24 #+15145553490
Sell 31580  YHOO @ 6.27 #+15145555108
Buy 34370  YHOO @ 4.99 #+15145550302
Sell 39270  YHOO @ 6.4 #+15145559064
Buy 35510  YHOO @ 7.49 #+15145558994
Sell 80170  YHOO @ 8.31 #+15145559845
Sell 43750  YHOO @ 6.07 #+15145552227
Buy 18560  YHOO @ 9.48 #+15145559496
Sell 21260  YHOO @ 8.14 #+15145558928
Buy 9540  YHOO @ 9.48 #+15145555072
Buy 25270  YHOO @ 9.24 #+15145554562
Sell 34050  YHOO @ 7.21 #+15145554140
Buy 15980  YHOO @ 9.46 #+15145559724
Buy 13720  YHOO @ 7.97 #+15145559519
Sell 23790  YHOO @ 9.44 #+15145557102
Sell 27070  YHOO @ 9.31 #+15145556738
Buy 29930  YHOO @ 6.23 #+15145559642
Buy 19800  YHOO @ 9.38 #+15145554586
Buy 17880  YHOO @ 6.58 #+15145555699
Sell 14250  YHOO @ 8.77 #+15145558909
Buy 13760  YHOO @ 8.85 #+15145553158
Sell 11400  YHOO @ 9.38 #+15145557745
Sell 14370  YHOO @ 5.23 #+15145556756
Sell 13850  YHOO @ 5.94 #+15145555502
Sell 10370  YHOO @ 8.44 #+15145553568
Sell 17320  YHOO @ 9.26 #+15145556482
Sell 10980  YHOO @ 6.07 #+15145552704
Sell 9750  YHOO @ 8.55 #+15145553375
Buy 15690  YHOO @ 9.11 #+15145556815
Sell 13620  YHOO @ 4.5 #+15145550289
Buy 11970  YHOO @ 8.21 #+15145556541
Buy 15340  YHOO @ 6.67 #+15145553880
Sell 12290  YHOO @ 6.17 #+15145552841
Sell 11480  YHOO @ 7.38 #+15145558243
Sell 9000  YHOO @ 9.22 #+15145554643
Sell 10850  YHOO @ 5.6 #+15145559381
Buy 9960  YHOO @ 5.93 #+15145552890
Buy 8890  YHOO @ 4.31 #+15145552350
Buy 14560  YHOO @ 6.77 #+15145551668
Buy 16970  YHOO @ 8.71 #+15145554512
Buy 9900  YHOO @ 9.2 #+15145550554
Buy 14260  YHOO @ 9.14 #+15145553059
Buy 12260  YHOO @ 5.5 #+15145552680
Sell 14100  YHOO @ 8.14 #+15145550894
Sell 21280  YHOO @ 8.53 #+15145556240
Buy 24920  YHOO @ 8.63 #+15145558908
Sell 14210  YHOO @ 7.21 #+15145556960
Sell 17620  YHOO @ 8.69 #+15145553132
Sell 22030  YHOO @ 8.83 #+15145551363
Buy 21350  YHOO @ 9.12 #+15145554613
Buy 12760  YHOO @ 8.54 #+15145558396
Buy 15040  YHOO @ 4.48 #+15145552706
Sell 12630  YHOO @ 9.01 #+15145551888
Buy 21420  YHOO @ 9.07 #+15145559152
Buy 26770  YHOO @ 8.88 #+15145552467
Buy 21180  YHOO @ 7.5 #+15145553120
Buy 15800  YHOO @ 8.9 #+15145554044
Buy 19080  YHOO @ 7.29 #+15145550720
Sell 16610  YHOO @ 4.18 #+15145556556
Buy 26950  YHOO @ 6.13 #+15145550243
Sell 14510  YHOO @ 8.72 #+15145551915
Sell 19980  YHOO @ 6.56 #+15145553836
Buy 18150  YHOO @ 7.75 #+15145557309
Buy 16950  YHOO @ 7.79 #+15145557813
Buy 22720  YHOO @ 7.62 #+15145558710
Sell 29630  YHOO @ 8.78 #+15145551668
Buy 18340  YHOO @ 7.23 #+15145553324
Sell 23180  YHOO @ 8.08 #+15145559879
Sell 68260  YHOO @ 95 #+15145553676
Buy 33020  YHOO @ 95 #+15145556144
Sell 21630  YHOO @ 95 #+15145550297
Sell 26420  YHOO @ 95 #+15145558245
Buy 18150  YHOO @ 95 #+15145553348
Sell 15150  YHOO @ 95 #+15145557407
Sell 14090  YHOO @ 95 #+15145559075
Sell 14500  YHOO @ 95 #+15145559861
Buy 12870  YHOO @ 95 #+15145552219
Sell 10130  YHOO @ 95 #+15145559998
Buy 11250  YHOO @ 95 #+15145550947
Sell 16230  YHOO @ 95 #+15145550908
Buy 10460  YHOO @ 95 #+15145559565
Sell 13240  YHOO @ 95 #+15145552505
Sell 20450  YHOO @ 95 #+15145558174
Buy 10250  YHOO @ 95 #+15145559488
Sell 10780  YHOO @ 95 #+15145558881
Sell 15070  YHOO @ 95 #+15145552360
Sell 26580  YHOO @ 95 #+15145550126
Buy 11820  YHOO @ 95 #+15145550576
Sell 16340  YHOO @ 95 #+15145559915
Buy 29150  YHOO @ 95 #+15145558282
Sell 34090  YHOO @ 95 #+15145558302
Sell 19050  YHOO @ 95 #+15145553553
Buy 16610  YHOO @ 95 #+15145552697
Sell 23400  YHOO @ 95 #+15145550583
Sell 28800  YHOO @ 95 #+15145554866
Sell 32430  YHOO @ 95 #+15145557078
Buy 33480  YHOO @ 95 #+15145551036
Buy 16730  YHOO @ 95 #+15145551570
Buy 16600  YHOO @ 95 #+15145550343
Sell 16960  YHOO @ 95 #+15145552652
Buy 19810  YHOO @ 95 #+15145551764
Buy 18190  YHOO @ 95 #+15145551573
Sell 20300  YHOO @ 95 #+15145552707
Sell 25160  YHOO @ 95 #+15145556997
Buy 24860  YHOO @ 95 #+15145552052
Sell 15080  YHOO @ 95 #+15145554290
Sell 13740  YHOO @ 95 #+15145550157
Buy 24920  YHOO @ 95 #+15145552005
Sell 9700  YHOO @ 95 #+15145552643
Buy 12840  YHOO @ 95 #+15145557886
Sell 18550  YHOO @ 95 #+15145554759
Sell 21490  YHOO @ 95 #+15145558325
Buy 25170  YHOO @ 95 #+15145558390
Buy 21340  YHOO @ 95 #+15145558819
Buy 17820  YHOO @ 95 #+15145553463
Buy 13860  YHOO @ 95 #+15145554107
Sell 15430  YHOO @ 95 #+15145552021
Buy 37310  YHOO @ 95 #+15145553015
Buy 20100  YHOO @ 95 #+15145553244
Sell 12310  YHOO @ 95 #+15145551835
Buy 20250  YHOO @ 95 #+15145557342
Buy 29270  YHOO @ 95 #+15145557994
Buy 21560  YHOO @ 95 #+15145551310
Buy 28990  YHOO @ 95 #+15145552060
Buy 35840  YHOO @ 95 #+15145559863
Buy 59840  YHOO @ 95 #+15145559938
Buy 39960  YHOO @ 95 #+15145552496
Buy 16090  YHOO @ 95 #+15145551627
Sell 21940  YHOO @ 95 #+15145553541
Sell 14480  YHOO @ 95 #+15145551211
Sell 21080  YHOO @ 95 #+15145559742
Sell 38130  YHOO @ 95 #+15145558532
Buy 19020  YHOO @ 95 #+15145555681
Buy 29510  YHOO @ 95 #+15145552196
Buy 24050  YHOO @ 95 #+15145558438
Buy 23660  YHOO @ 95 #+15145553643
Buy 21900  YHOO @ 95 #+15145553719
Buy 18820  YHOO @ 95 #+15145558814
Buy 25310  YHOO @ 95 #+15145556414
Sell 15640  YHOO @ 95 #+15145558227
Buy 25320  YHOO @ 95 #+15145559264
Buy 4190  YHOO @ 95 #+15145555750
Sell 23750  YHOO @ 95 #+15145551552
Sell 20580  YHOO @ 95 #+15145553227
Sell 13650  YHOO @ 95 #+15145559618
Buy 15580  YHOO @ 95 #+15145556521
Buy 15440  YHOO @ 95 #+15145553237
Sell 20100  YHOO @ 95 #+15145559872
Sell 22920  YHOO @ 95 #+15145559080
Buy 31210  YHOO @ 95 #+15145553572
Buy 29280  YHOO @ 95 #+15145552269
Sell 23100  YHOO @ 95 #+15145554841
Sell 32540  YHOO @ 95 #+15145556954
Buy 61510  YHOO @ 95 #+15145558556
Sell 40720  YHOO @ 95 #+15145556534
Buy 22450  YHOO @ 95 #+15145553600
Buy 22940  YHOO @ 95 #+15145555029
Sell 25150  YHOO @ 95 #+15145559517
Buy 33130  YHOO @ 95 #+15145554972
Buy 25570  YHOO @ 95 #+15145558287
Sell 43560  YHOO @ 95 #+15145554269
Sell 45330  YHOO @ 95 #+15145551594
Buy 9200  YHOO @ 95 #+15145556812
Sell 16410  YHOO @ 95 #+15145554894
Buy 26770  YHOO @ 95 #+15145559736
Sell 17480  YHOO @ 95 #+15145553611
Sell 31970  YHOO @ 95 #+15145553421
Sell 30830  YHOO @ 95 #+15145557882
Sell 29540  YHOO @ 95 #+15145559360
Sell 15330  YHOO @ 95 #+15145557075
Sell 15510  YHOO @ 95 #+15145554510
Sell 18360  YHOO @ 95 #+15145558413
Sell 22930  YHOO @ 95 #+15145552417
Sell 29020  YHOO @ 95 #+15145554070
Sell 23440  YHOO @ 95 #+15145559990
Buy 15130  YHOO @ 95 #+15145555952
Buy 10670  YHOO @ 95 #+15145550643
Sell 14620  YHOO @ 95 #+15145554393
Buy 11270  YHOO @ 95 #+15145556756
Sell 14170  YHOO @ 95 #+15145550259
Sell 14790  YHOO @ 95 #+15145558507
Buy 11830  YHOO @ 95 #+15145558625
Buy 20750  YHOO @ 95 #+15145552079
Sell 12460  YHOO @ 95 #+15145553380
Buy 20590  YHOO @ 95 #+15145557821
Buy 11820  YHOO @ 95 #+15145559954
Sell 13110  YHOO @ 95 #+15145559795
Sell 14630  YHOO @ 95 #+15145553346
Buy 23670  YHOO @ 95 #+15145558563
Sell 13840  YHOO @ 95 #+15145554644
Sell 11490  YHOO @ 95 #+15145553754
Buy 29930  YHOO @ 95 #+15145553966
Buy 58260  YHOO @ 95 #+15145551220
Sell 26610  YHOO @ 95 #+15145555466
Sell 12240  YHOO @ 95 #+15145550820
Buy 14120  YHOO @ 95 #+15145552649
Buy 12420  YHOO @ 95 #+15145555754
Buy 35860  YHOO @ 95 #+15145557371
Buy 23860  YHOO @ 95 #+15145554412
Buy 10240  YHOO @ 95 #+15145557188
Sell 14020  YHOO @ 95 #+15145556213
Sell 13110  YHOO @ 95 #+15145555369
Buy 29070  YHOO @ 95 #+15145555545
Sell 15740  YHOO @ 95 #+15145553567
Buy 23670  YHOO @ 95 #+15145552886
Sell 15530  YHOO @ 95 #+15145554695
Sell 25920  YHOO @ 95 #+15145552617
Sell 16100  YHOO @ 95 #+15145554173
Buy 24540  YHOO @ 95 #+15145559794
Buy 20890  YHOO @ 95 #+15145552883
Sell 34950  YHOO @ 95 #+15145550286
Buy 29560  YHOO @ 95 #+15145551711
Sell 17790  YHOO @ 95 #+15145554528
Sell 29970  YHOO @ 95 #+15145559143
Sell 24110  YHOO @ 95 #+15145550169
Sell 18600  YHOO @ 95 #+15145554672
Buy 15660  YHOO @ 95 #+15145557070
Sell 23780  YHOO @ 95 #+15145557181
Buy 21570  YHOO @ 95 #+15145558160
Buy 14270  YHOO @ 95 #+15145557500
Sell 15040  YHOO @ 95 #+15145551931
Sell 13310  YHOO @ 95 #+15145559263
Sell 15650  YHOO @ 95 #+15145550990
Sell 18200  YHOO @ 95 #+15145555657
Buy 12580  YHOO @ 95 #+15145550258
Sell 9760  YHOO @ 95 #+15145555684
Sell 9040  YHOO @ 95 #+15145558766
Sell 14790  YHOO @ 95 #+15145552090
Sell 21950  YHOO @ 95 #+15145550816
Buy 17310  YHOO @ 95 #+15145557611
Buy 10380  YHOO @ 95 #+15145554788
Buy 18640  YHOO @ 95 #+15145551951
Buy 16020  YHOO @ 95 #+15145551979
Buy 10000  YHOO @ 95 #+15145557773
Sell 7590  YHOO @ 95 #+15145554496
Sell 7260  YHOO @ 95 #+15145552159
Buy 7470  YHOO @ 95 #+15145551451
Sell 7530  YHOO @ 95 #+15145551490
Sell 14030  YHOO @ 95 #+15145556582
Sell 9460  YHOO @ 95 #+15145556793
Sell 8500  YHOO @ 95 #+15145554084
Sell 12610  YHOO @ 95 #+15145559784
Sell 11780  YHOO @ 95 #+15145553052
Buy 10170  YHOO @ 95 #+15145556868
Sell 11830  YHOO @ 95 #+15145553130
Buy 11820  YHOO @ 95 #+15145551184
Buy 17390  YHOO @ 95 #+15145550264
Sell 16320  YHOO @ 95 #+15145559690
Sell 20660  YHOO @ 95 #+15145551885
Sell 15730  YHOO @ 95 #+15145556012
Buy 23580  YHOO @ 95 #+15145558025
Buy 19420  YHOO @ 95 #+15145550293
Buy 31990  YHOO @ 95 #+15145552581
Sell 50230  YHOO @ 95 #+15145556125
Sell 12920  YHOO @ 95 #+15145554842
Buy 14330  YHOO @ 95 #+15145553293
Buy 19310  YHOO @ 95 #+15145556946
Sell 19020  YHOO @ 95 #+15145556802
Sell 7350  YHOO @ 95 #+15145553128
Buy 14060  YHOO @ 95 #+15145558904
Sell 11880  YHOO @ 95 #+15145551249
Buy 16150  YHOO @ 95 #+15145556468
Sell 21200  YHOO @ 95 #+15145555696
Buy 27580  YHOO @ 95 #+15145554535
Buy 33830  YHOO @ 95 #+15145553468
Buy 12910  YHOO @ 95 #+15145550880
Buy 21780  YHOO @ 95 #+15145551489
Buy 21970  YHOO @ 95 #+15145555373
Sell 19560  YHOO @ 95 #+15145555159
Buy 11640  YHOO @ 95 #+15145556630
Sell 17230  YHOO @ 95 #+15145551555
Buy 16570  YHOO @ 95 #+15145559143
Buy 12250  YHOO @ 95 #+15145554895
Buy 15630  YHOO @ 95 #+15145556560
Sell 13590  YHOO @ 95 #+15145559266
Buy 11030  YHOO @ 95 #+15145557994
Buy 15290  YHOO @ 95 #+15145552225
Sell 16230  YHOO @ 95 #+15145550927
Buy 14140  YHOO @ 95 #+15145552547
Buy 24160  YHOO @ 95 #+15145559856
Sell 17940  YHOO @ 95 #+15145551265
Buy 18580  YHOO @ 95 #+15145555053
Sell 16170  YHOO @ 95 #+15145551051
Sell 15420  YHOO @ 95 #+15145559656
Sell 7700  YHOO @ 95 #+15145553580
Buy 17310  YHOO @ 95 #+15145550545
Sell 15060  YHOO @ 95 #+15145551781
Buy 30280  YHOO @ 95 #+15145555549
Sell 23920  YHOO @ 95 #+15145559441
Buy 10360  YHOO @ 95 #+15145552047
Buy 18520  YHOO @ 95 #+15145556445
Buy 19510  YHOO @ 95 #+15145557944
Sell 16870  YHOO @ 95 #+15145556324
Buy 9830  YHOO @ 95 #+15145554353
Sell 9180  YHOO @ 95 #+15145559845
Sell 12490  YHOO @ 95 #+15145553053
Buy 17150  YHOO @ 95 #+15145552482
Sell 15370  YHOO @ 95 #+15145557572
Sell 13810  YHOO @ 95 #+15145558159
Buy 24910  YHOO @ 95 #+15145556827
Buy 19630  YHOO @ 95 #+15145554265
Sell 35650  YHOO @ 95 #+15145559965
Sell 20890  YHOO @ 95 #+15145557204
Buy 21010  YHOO @ 95 #+15145559600
Buy 15250  YHOO @ 95 #+15145550740
Sell 14670  YHOO @ 95 #+15145555712
Buy 14540  YHOO @ 95 #+15145557998
Buy 20520  YHOO @ 95 #+15145556354
Buy 20560  YHOO @ 95 #+15145551285
Sell 25910  YHOO @ 95 #+15145556501
Sell 26400  YHOO @ 95 #+15145557104
Sell 37380  YHOO @ 95 #+15145551937
Sell 35400  YHOO @ 95 #+15145556639
Buy 34720  YHOO @ 95 #+15145554054
Sell 34180  YHOO @ 95 #+15145550289
Sell 37040  YHOO @ 95 #+15145550028
Sell 39970  YHOO @ 95 #+15145558268
Buy 18480  YHOO @ 95 #+15145552853
Sell 30970  YHOO @ 95 #+15145557585
Buy 51240  YHOO @ 95 #+15145551871
Sell 30150  YHOO @ 95 #+15145556611
Buy 29800  YHOO @ 95 #+15145558798
Buy 19140  YHOO @ 95 #+15145552825
Buy 20170  YHOO @ 95 #+15145553114
Sell 17910  YHOO @ 95 #+15145558482
Sell 18180  YHOO @ 95 #+15145552132
Sell 21390  YHOO @ 95 #+15145556861
Sell 12500  YHOO @ 95 #+15145551482
Sell 18000  YHOO @ 95 #+15145553118
Buy 20590  YHOO @ 95 #+15145552286
Sell 15170  YHOO @ 95 #+15145554345
Buy 23520  YHOO @ 95 #+15145559143
Buy 17510  YHOO @ 95 #+15145557494
Buy 24660  YHOO @ 95 #+15145558153
Buy 16370  YHOO @ 95 #+15145556850
Buy 21190  YHOO @ 95 #+15145552110
Sell 29760  YHOO @ 95 #+15145554783
Buy 32840  YHOO @ 95 #+15145558785
Sell 28090  YHOO @ 95 #+15145554051
Sell 118720  YHOO @ 95 #+15145557594
Sell 10490  YHOO @ 95 #+15145556760
Sell 20770  YHOO @ 95 #+15145559783
Sell 17510  YHOO @ 95 #+15145554807
Buy 21480  YHOO @ 95 #+15145551062
Sell 21860  YHOO @ 95 #+15145555881
Buy 20340  YHOO @ 95 #+15145557551
Buy 19960  YHOO @ 95 #+15145559303
Sell 24700  YHOO @ 95 #+15145556720
Buy 28150  YHOO @ 95 #+15145558155
Sell 46150  YHOO @ 95 #+15145554325
Buy 23490  YHOO @ 95 #+15145555387
Sell 26570  YHOO @ 95 #+15145556370
Sell 19290  YHOO @ 95 #+15145550494
Buy 40350  YHOO @ 95 #+15145556061
Buy 22810  YHOO @ 95 #+15145555858
Buy 21760  YHOO @ 95 #+15145559435
Sell 18090  YHOO @ 95 #+15145554687
Buy 23020  YHOO @ 95 #+15145554214
Sell 28280  YHOO @ 95 #+15145555525
Buy 19540  YHOO @ 95 #+15145558918
Sell 20750  YHOO @ 95 #+15145558285
Sell 19440  YHOO @ 95 #+15145555826
Sell 21810  YHOO @ 95 #+15145556942
Sell 20110  YHOO @ 95 #+15145553038
Buy 22450  YHOO @ 95 #+15145556829
Sell 104570  YHOO @ 95 #+15145551410
Buy 20410  YHOO @ 95 #+15145551637
Sell 111260  YHOO @ 95 #+15145551334
Buy 53240  YHOO @ 95 #+15145555788
Sell 121390  YHOO @ 95 #+15145556595
Buy 77780  YHOO @ 95 #+15145555734
Buy 33610  YHOO @ 95 #+15145551374
Sell 53770  YHOO @ 95 #+15145555227
Sell 157520  YHOO @ 95 #+15145554307
Buy 86730  YHOO @ 95 #+15145558553
Buy 72150  YHOO @ 95 #+15145559373
Buy 103670  YHOO @ 95 #+15145553675
Buy 224420  YHOO @ 95 #+15145553577
Buy 75900  YHOO @ 95 #+15145558920
Sell 56690  YHOO @ 95 #+15145551567
Buy 59960  YHOO @ 95 #+15145553276
Buy 47460  YHOO @ 95 #+15145556803
Sell 93750  YHOO @ 95 #+15145556427
Sell 141130  YHOO @ 95 #+15145559170
Sell 46830  YHOO @ 95 #+15145552333
Sell 102590  YHOO @ 95 #+15145550387
Buy 116870  YHOO @ 95 #+15145550737
Buy 26140  YHOO @ 95 #+15145550035
Buy 60630  YHOO @ 95 #+15145555164
Buy 56940  YHOO @ 95 #+15145556780
Sell 112890  YHOO @ 95 #+15145557583
Buy 105760  YHOO @ 95 #+15145551627
Buy 82130  YHOO @ 95 #+15145552581
Buy 68790  YHOO @ 95 #+15145555191
Buy 86040  YHOO @ 95 #+15145552598
Buy 24590  YHOO @ 95 #+15145555987
Buy 63540  YHOO @ 95 #+15145556602
Sell 81870  YHOO @ 95 #+15145559615
Sell 77930  YHOO @ 95 #+15145550695
Sell 70780  YHOO @ 95 #+15145554726
Buy 109330  YHOO @ 95 #+15145558715
Sell 41550  YHOO @ 95 #+15145554135
Buy 77310  YHOO @ 95 #+15145550937
Buy 129590  YHOO @ 95 #+15145554661
Buy 88570  YHOO @ 95 #+15145550820
Buy 116230  YHOO @ 95 #+15145557990
Sell 119030  YHOO @ 95 #+15145552411
Sell 86690  YHOO @ 95 #+15145552532
Sell 104630  YHOO @ 95 #+15145553473
Sell 99300  YHOO @ 95 #+15145558698
Sell 101780  YHOO @ 95 #+15145550244
Buy 147050  YHOO @ 95 #+15145551662
Sell 34640  YHOO @ 95 #+15145555230
Buy 38210  YHOO @ 95 #+15145555108
Sell 89570  YHOO @ 95 #+15145552467
Sell 45090  YHOO @ 95 #+15145553852
Sell 58350  YHOO @ 95 #+15145557495
Buy 117540  YHOO @ 95 #+15145550042
Buy 95790  YHOO @ 95 #+15145553541
Buy 54620  YHOO @ 95 #+15145552729
Sell 93510  YHOO @ 95 #+15145557989
Sell 60580  YHOO @ 95 #+15145554805
Buy 60350  YHOO @ 95 #+15145555687
Buy 108780  YHOO @ 95 #+15145550788
Buy 82310  YHOO @ 95 #+15145555107
Buy 56320  YHOO @ 95 #+15145558010
Buy 64810  YHOO @ 95 #+15145558772
Buy 35500  YHOO @ 95 #+15145558382
Buy 101090  YHOO @ 95 #+15145558277
Sell 33690  YHOO @ 95 #+15145553343
Sell 40560  YHOO @ 95 #+15145554510
Buy 83900  YHOO @ 95 #+15145554430
Sell 51570  YHOO @ 95 #+15145557950
Buy 53580  YHOO @ 95 #+15145552994
Sell 66120  YHOO @ 95 #+15145558876
Sell 114080  YHOO @ 95 #+15145555784
Buy 102690  YHOO @ 95 #+15145553985
Sell 76440  YHOO @ 95 #+15145555507
Buy 121040  YHOO @ 95 #+15145551452
Sell 74740  YHOO @ 95 #+15145552068
Buy 168040  YHOO @ 95 #+15145554023
Sell 78150  YHOO @ 95 #+15145555219
Sell 102090  YHOO @ 95 #+15145556258
Buy 69810  YHOO @ 95 #+15145550347
Buy 47980  YHOO @ 95 #+15145553595
Buy 48570  YHOO @ 95 #+15145557198
Buy 94070  YHOO @ 95 #+15145558854
Sell 43920  YHOO @ 95 #+15145555908
Sell 19170  YHOO @ 95 #+15145552101
Sell 78950  YHOO @ 95 #+15145559131
Buy 153290  YHOO @ 95 #+15145559176
Sell 72830  YHOO @ 95 #+15145551670
Sell 66740  YHOO @ 95 #+15145559504
Buy 43520  YHOO @ 95 #+15145554157
Sell 45490  YHOO @ 95 #+15145559742
Sell 102360  YHOO @ 95 #+15145557820
Sell 86240  YHOO @ 95 #+15145550797
Buy 30040  YHOO @ 95 #+15145557484
Sell 40540  YHOO @ 95 #+15145550602
Buy 17550  YHOO @ 95 #+15145550124
Buy 88820  YHOO @ 95 #+15145557018
Buy 24900  YHOO @ 95 #+15145555429
Buy 29260  YHOO @ 95 #+15145558933
Sell 119980  YHOO @ 95 #+15145559938
Sell 42010  YHOO @ 95 #+15145550982
}
