Sell 6820  BKNWA @ 99.75 #+15145557054  
Buy 22430  BKNWA @ 105.48 #+15145556424 
Sell 29980  BKNWA @ 105.65 #+15145553266
Sell 18740  BKNWA @ 106.01 #+15145556495
Sell 16740  BKNWA @ 105.8 #+15145553949 
Sell 8860  BKNWA @ 106.18 #+15145555707 
Sell 14690  BKNWA @ 105.39 #+15145553721
Sell 17170  BKNWA @ 106.79 #+15145558023
Sell 20820  BKNWA @ 106.92 #+15145554151
Sell 15560  BKNWA @ 106.72 #+15145559728
Sell 20150  BKNWA @ 106.32 #+15145552157
Sell 29770  BKNWA @ 106.47 #+15145554227
Sell 22900  BKNWA @ 106.28 #+15145555974
Sell 19960  BKNWA @ 107.43 #+15145559013
Sell 11540  BKNWA @ 108.23 #+15145552540
Buy 30010  BKNWA @ 107.45 #+15145554029 
Sell 34130  BKNWA @ 107.78 #+15145558636
Sell 14920  BKNWA @ 106.52 #+15145551062
Sell 18620  BKNWA @ 105.72 #+15145554439
Sell 33560  BKNWA @ 106.13 #+15145553257
Sell 35160  BKNWA @ 106.95 #+15145556394
Sell 20380  BKNWA @ 106.92 #+15145556674
Sell 24390  BKNWA @ 108.39 #+15145555089
Buy 9610  BKNWA @ 108.68 #+15145550205  
Buy 18390  BKNWA @ 108.83 #+15145553432 
Buy 28060  BKNWA @ 109.51 #+15145558371 
Sell 21690  BKNWA @ 110.13 #+15145558902
Buy 17670  BKNWA @ 108.99 #+15145553619 
Buy 16970  BKNWA @ 108.93 #+15145555638 
Buy 20220  BKNWA @ 109.05 #+15145557057 
Buy 23120  BKNWA @ 108.68 #+15145559031 
Buy 18560  BKNWA @ 108.84 #+15145558032 
Buy 68440  BKNWA @ 109.21 #+15145559090 
Buy 13960  BKNWA @ 108.15 #+15145551932 
Sell 20450  BKNWA @ 108.57 #+15145555300
Sell 18930  BKNWA @ 109.23 #+15145550162
Sell 36190  BKNWA @ 107.56 #+15145552820
Buy 32700  BKNWA @ 108.51 #+15145557214 
Sell 10250  BKNWA @ 109.21 #+15145550645
Sell 14210  BKNWA @ 109.77 #+15145555947
Sell 21640  BKNWA @ 110.44 #+15145554772
Sell 16190  BKNWA @ 110.31 #+15145555927
Buy 12540  BKNWA @ 110.79 #+15145559571 
Sell 7240  BKNWA @ 110.06 #+15145551985 
Buy 22750  BKNWA @ 111.06 #+15145557495 
Sell 25600  BKNWA @ 110.49 #+15145559144
Buy 23390  BKNWA @ 110.14 #+15145556414 
Sell 24920  BKNWA @ 111.05 #+15145552697
Sell 29820  BKNWA @ 109.71 #+15145559990
Buy 36240  BKNWA @ 109.25 #+15145558416 
Sell 34360  BKNWA @ 109.72 #+15145555190
Buy 36420  BKNWA @ 110.04 #+15145554292 
Buy 28770  BKNWA @ 110.29 #+15145554575 
Buy 19780  BKNWA @ 109.99 #+15145550153 
Buy 28130  BKNWA @ 110.26 #+15145559200 
Buy 35600  BKNWA @ 110.94 #+15145557216 
Sell 21220  BKNWA @ 111.12 #+15145552921
Sell 37270  BKNWA @ 110.61 #+15145551248
Sell 45820  BKNWA @ 110.45 #+15145552559
Buy 31250  BKNWA @ 111.06 #+15145555079 
Buy 35610  BKNWA @ 109.37 #+15145558875 
Buy 42640  BKNWA @ 108.69 #+15145552747 
Buy 35580  BKNWA @ 109.52 #+15145553254 
Buy 45250  BKNWA @ 110.62 #+15145550729 
Sell 31010  BKNWA @ 110.21 #+15145552859
Buy 25570  BKNWA @ 109.85 #+15145554507 
Sell 57080  BKNWA @ 109.05 #+15145557735
Sell 73070  BKNWA @ 109.68 #+15145553217
Buy 72160  BKNWA @ 109.24 #+15145551197 
Sell 47140  BKNWA @ 108.3 #+15145553684 
Buy 41680  BKNWA @ 108.58 #+15145558439 
Buy 13440  BKNWA @ 108.76 #+15145551216 
Buy 15760  BKNWA @ 108.75 #+15145555874 
Buy 14190  BKNWA @ 108.2 #+15145559487  
Sell 33910  BKNWA @ 108.6 #+15145559687 
Buy 35010  BKNWA @ 110.53 #+15145555820 
Sell 25500  BKNWA @ 109.82 #+15145550975
Sell 24550  BKNWA @ 110.58 #+15145553752
Sell 49190  BKNWA @ 110.92 #+15145558961
Sell 46510  BKNWA @ 111.46 #+15145552099
Sell 48630  BKNWA @ 110.62 #+15145555389
Sell 43080  BKNWA @ 111.29 #+15145553899
Sell 49510  BKNWA @ 112.13 #+15145554711
Buy 35260  BKNWA @ 111.55 #+15145552178 
Buy 10250  BKNWA @ 110.5 #+15145556674  
Sell 13760  BKNWA @ 111.48 #+15145553745
Sell 10250  BKNWA @ 111.76 #+15145558397
Sell 14670  BKNWA @ 110.37 #+15145557597
Sell 14840  BKNWA @ 110.5 #+15145558157 
Sell 22960  BKNWA @ 111.06 #+15145557530
Buy 31910  BKNWA @ 111.33 #+15145555462 
Sell 19880  BKNWA @ 111.06 #+15145553012
Sell 19120  BKNWA @ 113.19 #+15145556597
Buy 17500  BKNWA @ 114.64 #+15145557339 
Buy 10610  BKNWA @ 114.09 #+15145557674 
Buy 13480  BKNWA @ 113.3 #+15145553577  
Sell 11870  BKNWA @ 113.53 #+15145550234
Sell 18490  BKNWA @ 114.95 #+15145551323
Sell 29730  BKNWA @ 113.42 #+15145550206
Sell 54350  BKNWA @ 114.86 #+15145556407
Buy 30560  BKNWA @ 114.34 #+15145556505 
Buy 26160  BKNWA @ 113.96 #+15145553673 
Sell 11620  BKNWA @ 113.41 #+15145554103
Sell 9560  BKNWA @ 112.59 #+15145556314 
Sell 9960  BKNWA @ 112.84 #+15145553278 
Sell 8990  BKNWA @ 112.93 #+15145557262 
Buy 4620  BKNWA @ 112.77 #+15145559092  
Sell 12100  BKNWA @ 112.85 #+15145559356
Buy 11960  BKNWA @ 112.29 #+15145557320 
Sell 11320  BKNWA @ 112.68 #+15145558232
Buy 10700  BKNWA @ 112.83 #+15145554307 
Buy 11810  BKNWA @ 112.42 #+15145558202 
Buy 6480  BKNWA @ 113.12 #+15145552850  
Sell 7110  BKNWA @ 111.67 #+15145557548 
Buy 7050  BKNWA @ 111.95 #+15145551411  
Sell 13240  BKNWA @ 112.91 #+15145551999
Sell 12460  BKNWA @ 112.81 #+15145550776
Buy 10740  BKNWA @ 112.29 #+15145559260 
Buy 12650  BKNWA @ 111.76 #+15145558948 
Sell 4950  BKNWA @ 111.52 #+15145557999 
Sell 5770  BKNWA @ 113.07 #+15145554841 
Sell 7870  BKNWA @ 113.28 #+15145555162 
Buy 13210  BKNWA @ 114 #+15145553669    
Buy 9560  BKNWA @ 113.03 #+15145557295  
Sell 6270  BKNWA @ 113.19 #+15145557364 
Sell 10560  BKNWA @ 111.98 #+15145556652
Sell 9230  BKNWA @ 112.18 #+15145557298 
Buy 11430  BKNWA @ 113.03 #+15145559232 
Buy 8790  BKNWA @ 113.13 #+15145558476  
Buy 13530  BKNWA @ 112.41 #+15145559264 
Sell 8170  BKNWA @ 113.93 #+15145557541 
Sell 4960  BKNWA @ 114.33 #+15145556165 
Sell 7720  BKNWA @ 114.83 #+15145555272 
Sell 8920  BKNWA @ 115.02 #+15145553803 
Sell 5040  BKNWA @ 114.88 #+15145552345 
Buy 8270  BKNWA @ 115.1 #+15145553524   
Sell 2630  BKNWA @ 114 #+15145553344    
Buy 9060  BKNWA @ 114.45 #+15145556536  
Sell 4010  BKNWA @ 114.31 #+15145551603 
Buy 4190  BKNWA @ 112.7 #+15145558795   
Buy 3220  BKNWA @ 113.23 #+15145554232  
Sell 4000  BKNWA @ 113.01 #+15145551237 
Buy 3770  BKNWA @ 112.91 #+15145555345  
Buy 5270  BKNWA @ 111.46 #+15145555971  
Sell 5650  BKNWA @ 112.71 #+15145552106 
Buy 6160  BKNWA @ 112.32 #+15145557204  
Buy 10510  BKNWA @ 111.31 #+15145555088 
Sell 4550  BKNWA @ 112.38 #+15145557780 
Buy 6570  BKNWA @ 113.16 #+15145551195  
Buy 3530  BKNWA @ 112.59 #+15145556447  
Buy 6160  BKNWA @ 112.4 #+15145551002   
Buy 8720  BKNWA @ 112.9 #+15145559990   
Buy 7940  BKNWA @ 113.61 #+15145552428  
Buy 7550  BKNWA @ 114.08 #+15145551026  
Sell 11870  BKNWA @ 114.07 #+15145551554
Buy 8140  BKNWA @ 114.22 #+15145558380  
Buy 8260  BKNWA @ 114.71 #+15145558820  
Buy 8380  BKNWA @ 115.9 #+15145553531   
Sell 5320  BKNWA @ 116.43 #+15145553503 
Sell 11040  BKNWA @ 115.28 #+15145550982
Sell 7240  BKNWA @ 115.58 #+15145554725 
Buy 14260  BKNWA @ 115 #+15145555809    
Buy 7780  BKNWA @ 115.56 #+15145559154  
Sell 7650  BKNWA @ 116.05 #+15145557296 
Buy 5590  BKNWA @ 116.55 #+15145557551  
Sell 3210  BKNWA @ 115.37 #+15145552489 
Sell 9140  BKNWA @ 114.97 #+15145552379 
Buy 4150  BKNWA @ 112.47 #+15145556715  
Sell 5040  BKNWA @ 112.25 #+15145554937 
Buy 6980  BKNWA @ 112.23 #+15145553715  
Sell 13190  BKNWA @ 111.6 #+15145556760 
Buy 4750  BKNWA @ 111.36 #+15145552609  
Buy 5190  BKNWA @ 111.48 #+15145550786  
Buy 10590  BKNWA @ 111.04 #+15145554829 
Sell 11120  BKNWA @ 111.38 #+15145553614
Buy 12850  BKNWA @ 109.64 #+15145554069 
Buy 10740  BKNWA @ 109.2 #+15145555313  
Buy 9230  BKNWA @ 108.18 #+15145550130  
Buy 11880  BKNWA @ 107.56 #+15145558872 
Sell 7440  BKNWA @ 107.52 #+15145555635 
Sell 3550  BKNWA @ 106.73 #+15145550874 
Buy 4660  BKNWA @ 105.89 #+15145555517  
Buy 6990  BKNWA @ 108 #+15145554286     
Sell 12350  BKNWA @ 109.41 #+15145554694
Buy 6270  BKNWA @ 110.14 #+15145557652  
Sell 13630  BKNWA @ 111.62 #+15145558154
Sell 8390  BKNWA @ 112.97 #+15145552423 
Sell 7810  BKNWA @ 111.59 #+15145559664 
Sell 11360  BKNWA @ 112.72 #+15145554724
Buy 8450  BKNWA @ 112.59 #+15145553769  
Sell 10470  BKNWA @ 112.77 #+15145554373
Buy 6450  BKNWA @ 111.73 #+15145558401  
Buy 6670  BKNWA @ 111.66 #+15145559836  
Sell 11770  BKNWA @ 112.73 #+15145553439
Buy 8920  BKNWA @ 111.78 #+15145556540  
Sell 13120  BKNWA @ 111.35 #+15145553940
Sell 9820  BKNWA @ 112.12 #+15145554671 
Buy 9100  BKNWA @ 111.77 #+15145559714  
Sell 8090  BKNWA @ 111.67 #+15145551049 
Buy 5820  BKNWA @ 111.4 #+15145557763   
Sell 11900  BKNWA @ 112.14 #+15145555429
Sell 12110  BKNWA @ 112.12 #+15145559748
Buy 7620  BKNWA @ 112.07 #+15145550130  
Buy 17160  BKNWA @ 112.82 #+15145559419 
Buy 19270  BKNWA @ 112.08 #+15145558871 
Sell 10750  BKNWA @ 111.5 #+15145556179 
Buy 17830  BKNWA @ 110.82 #+15145555949 
Sell 7380  BKNWA @ 111.54 #+15145553816 
Sell 12410  BKNWA @ 111.81 #+15145557328
Sell 4710  BKNWA @ 112.38 #+15145555459 
Sell 5200  BKNWA @ 112.52 #+15145553448 
Sell 8150  BKNWA @ 113.13 #+15145554862 
Sell 13330  BKNWA @ 113.4 #+15145555952 
Sell 7010  BKNWA @ 114.02 #+15145559838 
Buy 9930  BKNWA @ 112.95 #+15145554300  
Sell 6470  BKNWA @ 112.08 #+15145558709 
Buy 9450  BKNWA @ 111.58 #+15145555492  
Sell 8420  BKNWA @ 111.78 #+15145551912 
Buy 11130  BKNWA @ 111.7 #+15145556426  
Sell 15300  BKNWA @ 112.01 #+15145552993
Sell 13180  BKNWA @ 112.68 #+15145550660
Buy 13400  BKNWA @ 112.12 #+15145558236 
Sell 5450  BKNWA @ 112.29 #+15145555508 
Sell 3800  BKNWA @ 112.92 #+15145557984 
Buy 12990  BKNWA @ 112.66 #+15145555596 
Sell 13750  BKNWA @ 112.83 #+15145559989
Sell 10370  BKNWA @ 113.69 #+15145558015
Buy 9540  BKNWA @ 114.58 #+15145556604  
Sell 3670  BKNWA @ 115.81 #+15145556286 
Sell 12280  BKNWA @ 114.84 #+15145550154
Buy 13770  BKNWA @ 115.8 #+15145559603  
Sell 13560  BKNWA @ 116.65 #+15145554455
Sell 18190  BKNWA @ 115.75 #+15145550448
Buy 7990  BKNWA @ 115.71 #+15145559030  
Buy 5170  BKNWA @ 114.32 #+15145553659  
Buy 9390  BKNWA @ 112.46 #+15145553045  
Buy 4550  BKNWA @ 113.05 #+15145559737  
Buy 9710  BKNWA @ 112.47 #+15145555123  
Buy 8660  BKNWA @ 111.98 #+15145553309  
Sell 12810  BKNWA @ 112.8 #+15145558390 
Sell 8890  BKNWA @ 111.9 #+15145556030  
Sell 7610  BKNWA @ 110.76 #+15145557086 
Buy 5280  BKNWA @ 110.35 #+15145556639  
Buy 2670  BKNWA @ 110.31 #+15145559889  
Sell 5880  BKNWA @ 110.08 #+15145555949 
Buy 4800  BKNWA @ 111.35 #+15145555942  
Buy 4830  BKNWA @ 111.31 #+15145556674  
Sell 14570  BKNWA @ 111.24 #+15145550305
Buy 13210  BKNWA @ 111.24 #+15145559897 
Buy 8320  BKNWA @ 112.24 #+15145554591  
Sell 9130  BKNWA @ 112.12 #+15145559536 
Sell 7060  BKNWA @ 111.81 #+15145553010 
Sell 11110  BKNWA @ 112.13 #+15145559258
Buy 4500  BKNWA @ 113.17 #+15145558000  
Sell 13370  BKNWA @ 112.8 #+15145554542 
Buy 7830  BKNWA @ 113.12 #+15145555957  
Sell 7660  BKNWA @ 114.09 #+15145551250 
Sell 11690  BKNWA @ 114.11 #+15145552571
Sell 9540  BKNWA @ 115.77 #+15145558251 
Buy 6260  BKNWA @ 115.57 #+15145559997  
Sell 10460  BKNWA @ 116.4 #+15145558672 
Buy 7950  BKNWA @ 116.8 #+15145555809   
Sell 5200  BKNWA @ 117.42 #+15145556941 
Sell 6680  BKNWA @ 118.38 #+15145550637 
Buy 13800  BKNWA @ 118.09 #+15145550040 
Sell 8750  BKNWA @ 119.78 #+15145555460 
Sell 11440  BKNWA @ 120.85 #+15145557850
Buy 10700  BKNWA @ 121.71 #+15145552720 
Sell 3070  BKNWA @ 122.11 #+15145557689 
Buy 9650  BKNWA @ 122.85 #+15145556585  
Sell 7080  BKNWA @ 123.19 #+15145553971 
Buy 12350  BKNWA @ 123.28 #+15145556718 
Sell 10180  BKNWA @ 123.16 #+15145553515
Sell 7730  BKNWA @ 123.8 #+15145559041  
Buy 9570  BKNWA @ 122.41 #+15145555846  
Sell 10900  BKNWA @ 123.72 #+15145559290
Sell 7250  BKNWA @ 122.93 #+15145558619 
Sell 13730  BKNWA @ 121.66 #+15145553096
Buy 10700  BKNWA @ 120.16 #+15145557853 
Buy 10670  BKNWA @ 119.42 #+15145558902 
Buy 13450  BKNWA @ 118.24 #+15145551096 
Buy 13070  BKNWA @ 119.28 #+15145552391 
Buy 12420  BKNWA @ 119.1 #+15145557911  
Sell 20860  BKNWA @ 118.25 #+15145551414
Sell 17350  BKNWA @ 117.82 #+15145551885
Sell 12540  BKNWA @ 118.33 #+15145556391
Sell 8940  BKNWA @ 119.69 #+15145551702 
Buy 6720  BKNWA @ 119.69 #+15145559573  
Buy 12490  BKNWA @ 120.16 #+15145553912 
Sell 6790  BKNWA @ 120.89 #+15145551314 
Buy 9630  BKNWA @ 120 #+15145559236     
Sell 7280  BKNWA @ 120.97 #+15145551074 
Buy 6810  BKNWA @ 120.44 #+15145550268  
Buy 11520  BKNWA @ 121.17 #+15145553012 
Buy 7350  BKNWA @ 120.76 #+15145555358  
Buy 11100  BKNWA @ 119.48 #+15145557465 
Buy 7420  BKNWA @ 119.08 #+15145554963  
Buy 6870  BKNWA @ 118.82 #+15145551547  
Buy 9450  BKNWA @ 118.66 #+15145550956  
Buy 9070  BKNWA @ 119.77 #+15145552013  
Buy 7780  BKNWA @ 120.7 #+15145559410   
Sell 10330  BKNWA @ 121.81 #+15145556067
Buy 6290  BKNWA @ 121.15 #+15145558468  
Sell 14680  BKNWA @ 121.36 #+15145556946
Sell 9180  BKNWA @ 121.81 #+15145550940 
Buy 4720  BKNWA @ 122.02 #+15145550537  
Sell 12630  BKNWA @ 123.3 #+15145554171 
Buy 8800  BKNWA @ 123.1 #+15145552521   
Buy 11240  BKNWA @ 122.64 #+15145551908 
Buy 6210  BKNWA @ 121.85 #+15145557895  
Sell 3830  BKNWA @ 121.85 #+15145556311 
Sell 14110  BKNWA @ 121.83 #+15145553186
Sell 20840  BKNWA @ 122.63 #+15145550360
Sell 5080  BKNWA @ 122.43 #+15145556909 
Buy 13740  BKNWA @ 121.63 #+15145556082 
Sell 13930  BKNWA @ 121.74 #+15145551454
Buy 15600  BKNWA @ 122.37 #+15145558979 
Sell 16220  BKNWA @ 122.61 #+15145552037
Buy 10200  BKNWA @ 123.11 #+15145551475 
Buy 16690  BKNWA @ 122.82 #+15145550830 
Buy 16160  BKNWA @ 122.99 #+15145556772 
Sell 7120  BKNWA @ 122.56 #+15145555947 
Buy 6140  BKNWA @ 123.32 #+15145554934  
Buy 11480  BKNWA @ 124.37 #+15145557949 
Buy 5820  BKNWA @ 124.71 #+15145550483  
Buy 14090  BKNWA @ 124.01 #+15145559120 
Buy 7890  BKNWA @ 123.36 #+15145552121  
Sell 11400  BKNWA @ 123.24 #+15145552428
Buy 9660  BKNWA @ 124.19 #+15145555148  
Sell 10700  BKNWA @ 123.39 #+15145551242
Buy 10920  BKNWA @ 123.74 #+15145554971 
Buy 17990  BKNWA @ 123.91 #+15145556163 
Buy 14660  BKNWA @ 123.77 #+15145553899 
Sell 6760  BKNWA @ 124.86 #+15145558781 
Buy 4460  BKNWA @ 125.2 #+15145551314   
Buy 11330  BKNWA @ 125.16 #+15145556970 
Sell 14350  BKNWA @ 124.48 #+15145551949
Buy 8920  BKNWA @ 124.24 #+15145556237  
Sell 12380  BKNWA @ 124.55 #+15145558346
Sell 7580  BKNWA @ 124.45 #+15145550998 
Sell 6220  BKNWA @ 123.7 #+15145553346  
Buy 7680  BKNWA @ 123.11 #+15145551610  
Buy 11310  BKNWA @ 124.16 #+15145556161 
Sell 13790  BKNWA @ 125.53 #+15145557078
Sell 18000  BKNWA @ 125.52 #+15145550014
Sell 14050  BKNWA @ 127.11 #+15145552757
Sell 3920  BKNWA @ 126.61 #+15145555660 
Sell 10090  BKNWA @ 127.35 #+15145557493
Sell 15670  BKNWA @ 127.5 #+15145555221 
Sell 16190  BKNWA @ 128.27 #+15145554941
Sell 13710  BKNWA @ 128.15 #+15145553263
Buy 8770  BKNWA @ 127.47 #+15145551369  
Buy 9280  BKNWA @ 127.35 #+15145553709  
Buy 8720  BKNWA @ 127.41 #+15145554695  
Buy 13470  BKNWA @ 127.38 #+15145559947 
Sell 7930  BKNWA @ 126.86 #+15145555908 
Sell 8730  BKNWA @ 127.25 #+15145550486 
Buy 11000  BKNWA @ 126.99 #+15145556609 
Sell 7190  BKNWA @ 127.15 #+15145558273 
Buy 9370  BKNWA @ 126.87 #+15145554871  
Sell 7620  BKNWA @ 126.84 #+15145559660 
Sell 10920  BKNWA @ 126.41 #+15145554775
Sell 15770  BKNWA @ 126.22 #+15145557499
Buy 15150  BKNWA @ 125.84 #+15145558722 
Sell 13130  BKNWA @ 125.02 #+15145559854
Sell 10120  BKNWA @ 124.59 #+15145556048
Sell 17130  BKNWA @ 124.96 #+15145551461
Sell 10640  BKNWA @ 124.77 #+15145556787
Buy 28670  BKNWA @ 124.34 #+15145558766 
Sell 19780  BKNWA @ 124.77 #+15145558205
Sell 14950  BKNWA @ 124.12 #+15145558244
Sell 28830  BKNWA @ 124.61 #+15145559695
Sell 22790  BKNWA @ 125.01 #+15145558137
Sell 17970  BKNWA @ 124.48 #+15145557803
Sell 17450  BKNWA @ 124.48 #+15145550912
Buy 14330  BKNWA @ 125.42 #+15145551741 
Buy 19920  BKNWA @ 126.15 #+15145558204 
Buy 12860  BKNWA @ 126.3 #+15145554958  
Buy 13820  BKNWA @ 125.97 #+15145555117 
Buy 11220  BKNWA @ 125.77 #+15145558481 
Sell 11470  BKNWA @ 123.89 #+15145550822
Buy 20440  BKNWA @ 124.25 #+15145558537 
Buy 23460  BKNWA @ 125.07 #+15145551679 
Buy 24570  BKNWA @ 125.07 #+15145559547 
Sell 13190  BKNWA @ 125.9 #+15145558700 
Buy 8270  BKNWA @ 126.46 #+15145554376  
Sell 12180  BKNWA @ 126.24 #+15145559771
Sell 13680  BKNWA @ 125.88 #+15145558590
Sell 10980  BKNWA @ 125.47 #+15145553552
Sell 9170  BKNWA @ 125.14 #+15145555400 
Sell 14880  BKNWA @ 125.09 #+15145559220
Buy 7680  BKNWA @ 127.47 #+15145551482  
Sell 3190  BKNWA @ 126.32 #+15145553079 
Buy 12070  BKNWA @ 124.97 #+15145555008 
Buy 5850  BKNWA @ 124.78 #+15145559229  
Sell 3680  BKNWA @ 124.37 #+15145552230 
Sell 10720  BKNWA @ 124.66 #+15145550155
Buy 7540  BKNWA @ 125.45 #+15145559938  
Sell 4460  BKNWA @ 126.36 #+15145553571 
Sell 8730  BKNWA @ 126.56 #+15145558792 
Buy 15230  BKNWA @ 127.38 #+15145550711 
Buy 15620  BKNWA @ 126.88 #+15145552488 
Buy 13960  BKNWA @ 126.73 #+15145555144 
Sell 9380  BKNWA @ 127.42 #+15145556874 
Sell 11920  BKNWA @ 126.98 #+15145550284
Sell 10900  BKNWA @ 125.68 #+15145557062
Sell 16710  BKNWA @ 126.59 #+15145553668
Buy 12220  BKNWA @ 125.96 #+15145555986 
Sell 17790  BKNWA @ 125.96 #+15145552828
Sell 9040  BKNWA @ 124.94 #+15145550101 
Buy 11850  BKNWA @ 127.06 #+15145551127 
Buy 7060  BKNWA @ 124.92 #+15145551425  
Buy 15120  BKNWA @ 125.03 #+15145553468 
Buy 7150  BKNWA @ 125.97 #+15145555460  
Buy 15820  BKNWA @ 124.93 #+15145556471 
Buy 4420  BKNWA @ 124.99 #+15145555264  
Buy 6110  BKNWA @ 125.05 #+15145556480  
Sell 7040  BKNWA @ 124.35 #+15145556050 
Buy 13700  BKNWA @ 124.76 #+15145553757 
Sell 11560  BKNWA @ 124.66 #+15145558388
Buy 9930  BKNWA @ 125.24 #+15145551338  
Buy 10110  BKNWA @ 124.67 #+15145559702 
Buy 9060  BKNWA @ 124.7 #+15145556166   
Sell 21090  BKNWA @ 123.9 #+15145551895 
Buy 20970  BKNWA @ 122.74 #+15145550765 
Sell 16500  BKNWA @ 123.03 #+15145555551
Buy 5450  BKNWA @ 121.85 #+15145551182  
Buy 13890  BKNWA @ 123.34 #+15145552769 
Buy 25460  BKNWA @ 122.55 #+15145550857 
Sell 10470  BKNWA @ 123.22 #+15145557471
Sell 16490  BKNWA @ 123.43 #+15145552193
Sell 24240  BKNWA @ 123.31 #+15145553033
Sell 21150  BKNWA @ 124 #+15145553744   
Sell 20110  BKNWA @ 124.81 #+15145552486
Buy 15930  BKNWA @ 124.06 #+15145558688 
Buy 13960  BKNWA @ 122.68 #+15145553524 
Buy 12550  BKNWA @ 123.8 #+15145556436  
Sell 18680  BKNWA @ 123.63 #+15145556141
Buy 27690  BKNWA @ 123.21 #+15145558356 
Sell 11110  BKNWA @ 123.74 #+15145556236
Sell 19870  BKNWA @ 124.43 #+15145558071
Sell 8090  BKNWA @ 124.92 #+15145550317 
Buy 6230  BKNWA @ 124.04 #+15145553937  
Buy 10760  BKNWA @ 124.96 #+15145553649 
Sell 11470  BKNWA @ 124.47 #+15145552132
Buy 9520  BKNWA @ 123.79 #+15145552430  
Sell 22490  BKNWA @ 122.89 #+15145551103
Sell 27620  BKNWA @ 122.06 #+15145551083
Buy 10980  BKNWA @ 122.93 #+15145553793 
Sell 8160  BKNWA @ 123.42 #+15145550368 
Sell 15620  BKNWA @ 123.86 #+15145557388
Buy 7830  BKNWA @ 123.77 #+15145557253  
Buy 14980  BKNWA @ 123.33 #+15145551516 
Sell 11310  BKNWA @ 123.83 #+15145551351
Sell 11770  BKNWA @ 122.49 #+15145551433
Buy 9130  BKNWA @ 122.51 #+15145559478  
Buy 14810  BKNWA @ 122.49 #+15145556626 
Sell 17590  BKNWA @ 120.78 #+15145552334
Buy 9160  BKNWA @ 120.85 #+15145558640  
Sell 14360  BKNWA @ 119.88 #+15145550041
Buy 20820  BKNWA @ 119.92 #+15145552609 
Sell 7240  BKNWA @ 119.83 #+15145557533 
Buy 10460  BKNWA @ 119.19 #+15145552348 
Sell 16890  BKNWA @ 120.42 #+15145557651
Buy 11070  BKNWA @ 119.6 #+15145557342  
Sell 15040  BKNWA @ 118.63 #+15145553553
Buy 15530  BKNWA @ 118.21 #+15145552961 
Sell 6920  BKNWA @ 118.77 #+15145559209 
Sell 13210  BKNWA @ 118.51 #+15145558545
Buy 11610  BKNWA @ 118.47 #+15145554668 
Sell 7950  BKNWA @ 118.48 #+15145558174 
Buy 9190  BKNWA @ 118.69 #+15145559505  
Buy 9720  BKNWA @ 119 #+15145556382     
Sell 9020  BKNWA @ 119.8 #+15145550599  
Sell 13250  BKNWA @ 120.22 #+15145556230
Buy 16410  BKNWA @ 119.67 #+15145553648 
Buy 19510  BKNWA @ 120.11 #+15145552176 
Buy 18340  BKNWA @ 119.84 #+15145551431 
Sell 17170  BKNWA @ 119.68 #+15145558887
Buy 8030  BKNWA @ 121.08 #+15145550675  
Sell 8850  BKNWA @ 120.64 #+15145554244 
Sell 6240  BKNWA @ 120.47 #+15145556969 
Buy 13080  BKNWA @ 120.73 #+15145559624 
Sell 8690  BKNWA @ 121.04 #+15145550143 
Sell 5250  BKNWA @ 122.16 #+15145550772 
Sell 18370  BKNWA @ 122.56 #+15145557075
Sell 18070  BKNWA @ 122.22 #+15145554522
Buy 19030  BKNWA @ 122.49 #+15145554890 
Sell 8180  BKNWA @ 121.51 #+15145551576 
Buy 5080  BKNWA @ 121.05 #+15145552823  
Sell 10480  BKNWA @ 120.54 #+15145555513
Sell 15560  BKNWA @ 120.07 #+15145556305
Sell 16550  BKNWA @ 119.59 #+15145553862
Buy 11520  BKNWA @ 119.25 #+15145557514 
Sell 12310  BKNWA @ 118.96 #+15145556625
Sell 12490  BKNWA @ 118.65 #+15145556840
Sell 13520  BKNWA @ 118.54 #+15145554028
Sell 12770  BKNWA @ 118.53 #+15145556322
Buy 15090  BKNWA @ 119.15 #+15145551581 
Buy 15220  BKNWA @ 120.12 #+15145552055 
Sell 7040  BKNWA @ 120.64 #+15145551368 
Buy 11630  BKNWA @ 120.89 #+15145552246 
Buy 7390  BKNWA @ 121 #+15145551131     
Buy 13140  BKNWA @ 121.41 #+15145558514 
Sell 5770  BKNWA @ 122.41 #+15145556837 
Sell 17990  BKNWA @ 121.8 #+15145551914 
Buy 14900  BKNWA @ 122.5 #+15145553685  
Buy 20640  BKNWA @ 123.6 #+15145555434  
Sell 8060  BKNWA @ 122.64 #+15145551114 
Sell 20930  BKNWA @ 122.07 #+15145556301
Sell 18810  BKNWA @ 123.15 #+15145559360
Buy 15600  BKNWA @ 124.47 #+15145554172 
Buy 7970  BKNWA @ 124.84 #+15145553086  
Buy 9580  BKNWA @ 123.86 #+15145552969  
Sell 12960  BKNWA @ 123.61 #+15145551794
Buy 11470  BKNWA @ 123.66 #+15145555618 
Buy 14380  BKNWA @ 122.67 #+15145557345 
Buy 8210  BKNWA @ 123.09 #+15145557980  
Sell 13210  BKNWA @ 121.74 #+15145552069
Sell 9740  BKNWA @ 122.3 #+15145552436  
Buy 15110  BKNWA @ 123.43 #+15145554137 
Sell 3820  BKNWA @ 122.22 #+15145554443 
Sell 11280  BKNWA @ 122.16 #+15145557576
Sell 11800  BKNWA @ 122 #+15145553795   
Buy 8290  BKNWA @ 123.07 #+15145554984  
