Sell 16800  AGOG @ 99.79 #+15145555329
Buy 13160  AGOG @ 19 #+15145557112
Buy 15710  AGOG @ 17.71 #+15145550390
Sell 18580  AGOG @ 15.59 #+15145557328
Buy 31470  AGOG @ 19.26 #+15145550885
Buy 25780  AGOG @ 17.07 #+15145558938
Buy 10190  AGOG @ 15.55 #+15145557151
Sell 16250  AGOG @ 18.82 #+15145559536
Sell 12540  AGOG @ 16.06 #+15145558587
Buy 9900  AGOG @ 17.4 #+15145553535
Buy 10050  AGOG @ 16.74 #+15145551183
Sell 21050  AGOG @ 18.8 #+15145553160
Sell 14960  AGOG @ 15.83 #+15145557694
Buy 15970  AGOG @ 16.43 #+15145552385
Sell 8660  AGOG @ 15.35 #+15145555360
Sell 12830  AGOG @ 18.14 #+15145558914
Buy 18040  AGOG @ 15.74 #+15145557413
Sell 15360  AGOG @ 15.79 #+15145554187
Buy 16800  AGOG @ 16.38 #+15145558791
Buy 27010  AGOG @ 15.39 #+15145559075
Buy 21580  AGOG @ 19.58 #+15145550810
Sell 21800  AGOG @ 19.2 #+15145550580
Buy 19680  AGOG @ 14.32 #+15145556837
Buy 29210  AGOG @ 19.29 #+15145555076
Buy 21350  AGOG @ 15.68 #+15145552416
Sell 21900  AGOG @ 14.13 #+15145551626
Buy 16580  AGOG @ 14.37 #+15145553362
Buy 15780  AGOG @ 15.38 #+15145555631
Sell 18170  AGOG @ 15.98 #+15145552400
Sell 45190  AGOG @ 18.11 #+15145551734
Buy 50040  AGOG @ 14.01 #+15145550824
Sell 24960  AGOG @ 16.89 #+15145555426
Sell 45490  AGOG @ 18.71 #+15145557537
Buy 19030  AGOG @ 18.57 #+15145554489
Sell 20530  AGOG @ 13.95 #+15145559171
Sell 18670  AGOG @ 13.89 #+15145550165
Sell 19700  AGOG @ 14.99 #+15145555761
Buy 20800  AGOG @ 17.36 #+15145551691
Sell 24080  AGOG @ 16.97 #+15145558155
Sell 35030  AGOG @ 17.54 #+15145552967
Buy 29810  AGOG @ 16.88 #+15145552085
Buy 29230  AGOG @ 15.5 #+15145559126
Sell 35630  AGOG @ 12.93 #+15145556775
Buy 30130  AGOG @ 16.21 #+15145556107
Buy 45500  AGOG @ 17.16 #+15145557037
Buy 45490  AGOG @ 15.8 #+15145554970
Sell 75200  AGOG @ 16.14 #+15145559750
Sell 65220  AGOG @ 16.75 #+15145553955
Sell 65590  AGOG @ 15.66 #+15145553770
Buy 125560  AGOG @ 16.21 #+15145558320
Sell 38620  AGOG @ 11.9 #+15145552084
Sell 16110  AGOG @ 11.48 #+15145550161
Sell 10610  AGOG @ 13.51 #+15145550329
Buy 11010  AGOG @ 13.88 #+15145555871
Sell 12060  AGOG @ 13.04 #+15145557658
Sell 17780  AGOG @ 14.7 #+15145559169
Buy 18270  AGOG @ 11.08 #+15145557774
Buy 21260  AGOG @ 14.37 #+15145559435
Buy 14590  AGOG @ 14.6 #+15145551746
Sell 36120  AGOG @ 14.03 #+15145555250
Buy 24460  AGOG @ 15.29 #+15145558046
Sell 18020  AGOG @ 13.11 #+15145558081
Buy 16610  AGOG @ 13.3 #+15145556100
Sell 12770  AGOG @ 14.5 #+15145559396
Buy 9640  AGOG @ 14.86 #+15145550311
Sell 9820  AGOG @ 14.33 #+15145552235
Sell 10150  AGOG @ 14.99 #+15145550090
Buy 9590  AGOG @ 13.29 #+15145550384
Buy 13730  AGOG @ 12.29 #+15145555301
Sell 20120  AGOG @ 11.67 #+15145559078
Sell 15060  AGOG @ 13.1 #+15145553654
Buy 19370  AGOG @ 11.89 #+15145555623
Sell 18970  AGOG @ 12.34 #+15145554133
Buy 17470  AGOG @ 14.94 #+15145550398
Buy 19210  AGOG @ 14.26 #+15145557502
Sell 26630  AGOG @ 14.45 #+15145559476
Buy 26390  AGOG @ 14.74 #+15145557601
Buy 23820  AGOG @ 13.05 #+15145554301
Sell 70990  AGOG @ 14.99 #+15145555051
Sell 55790  AGOG @ 10.15 #+15145551857
Buy 25000  AGOG @ 13.9 #+15145557499
Buy 22960  AGOG @ 14.72 #+15145553561
Buy 17530  AGOG @ 15.46 #+15145551750
Sell 21010  AGOG @ 10.96 #+15145556978
Sell 20940  AGOG @ 15.95 #+15145559619
Sell 16500  AGOG @ 13.45 #+15145558450
Sell 25110  AGOG @ 16.3 #+15145555466
Sell 14820  AGOG @ 13.13 #+15145555254
Buy 13770  AGOG @ 15.36 #+15145558510
Buy 19840  AGOG @ 8.15 #+15145554070
Buy 20220  AGOG @ 7.84 #+15145552634
Sell 9140  AGOG @ 8.2 #+15145554232
Buy 9680  AGOG @ 9.41 #+15145552185
Buy 13100  AGOG @ 9.72 #+15145550306
Sell 16850  AGOG @ 5.85 #+15145559208
Buy 15270  AGOG @ 8.38 #+15145553754
Buy 16350  AGOG @ 9.65 #+15145552054
Buy 17920  AGOG @ 8.16 #+15145555826
Buy 16590  AGOG @ 9.44 #+15145551468
Buy 14400  AGOG @ 7.26 #+15145557127
Sell 19160  AGOG @ 8.7 #+15145551999
Buy 17160  AGOG @ 6.53 #+15145555591
Buy 24620  AGOG @ 8.9 #+15145559469
Buy 39190  AGOG @ 9.55 #+15145556238
Sell 30750  AGOG @ 9.4 #+15145555594
Sell 24080  AGOG @ 5.3 #+15145558415
Sell 26270  AGOG @ 5.63 #+15145559033
Sell 19750  AGOG @ 6.26 #+15145554924
Buy 21360  AGOG @ 8.24 #+15145553490
Sell 31580  AGOG @ 6.27 #+15145555108
Buy 34370  AGOG @ 4.99 #+15145550302
Sell 39270  AGOG @ 6.4 #+15145559064
Buy 35510  AGOG @ 7.49 #+15145558994
Sell 80170  AGOG @ 8.31 #+15145559845
Sell 43750  AGOG @ 6.07 #+15145552227
Buy 18560  AGOG @ 9.48 #+15145559496
Sell 21260  AGOG @ 8.14 #+15145558928
Buy 9540  AGOG @ 9.48 #+15145555072
Buy 25270  AGOG @ 9.24 #+15145554562
Sell 34050  AGOG @ 7.21 #+15145554140
Buy 15980  AGOG @ 9.46 #+15145559724
Buy 13720  AGOG @ 7.97 #+15145559519
Sell 23790  AGOG @ 9.44 #+15145557102
Sell 27070  AGOG @ 9.31 #+15145556738
Buy 29930  AGOG @ 6.23 #+15145559642
Buy 19800  AGOG @ 9.38 #+15145554586
Buy 17880  AGOG @ 6.58 #+15145555699
Sell 14250  AGOG @ 8.77 #+15145558909
Buy 13760  AGOG @ 8.85 #+15145553158
Sell 11400  AGOG @ 9.38 #+15145557745
Sell 14370  AGOG @ 5.23 #+15145556756
Sell 13850  AGOG @ 5.94 #+15145555502
Sell 10370  AGOG @ 8.44 #+15145553568
Sell 17320  AGOG @ 9.26 #+15145556482
Sell 10980  AGOG @ 6.07 #+15145552704
Sell 9750  AGOG @ 8.55 #+15145553375
Buy 15690  AGOG @ 9.11 #+15145556815
Sell 13620  AGOG @ 4.5 #+15145550289
Buy 11970  AGOG @ 8.21 #+15145556541
Buy 15340  AGOG @ 6.67 #+15145553880
Sell 12290  AGOG @ 6.17 #+15145552841
Sell 11480  AGOG @ 7.38 #+15145558243
Sell 9000  AGOG @ 9.22 #+15145554643
Sell 10850  AGOG @ 5.6 #+15145559381
Buy 9960  AGOG @ 5.93 #+15145552890
Buy 8890  AGOG @ 4.31 #+15145552350
Buy 14560  AGOG @ 6.77 #+15145551668
Buy 16970  AGOG @ 8.71 #+15145554512
Buy 9900  AGOG @ 9.2 #+15145550554
Buy 14260  AGOG @ 9.14 #+15145553059
Buy 12260  AGOG @ 5.5 #+15145552680
Sell 14100  AGOG @ 8.14 #+15145550894
Sell 21280  AGOG @ 8.53 #+15145556240
Buy 24920  AGOG @ 8.63 #+15145558908
Sell 14210  AGOG @ 7.21 #+15145556960
Sell 17620  AGOG @ 8.69 #+15145553132
Sell 22030  AGOG @ 8.83 #+15145551363
Buy 21350  AGOG @ 9.12 #+15145554613
Buy 12760  AGOG @ 8.54 #+15145558396
Buy 15040  AGOG @ 4.48 #+15145552706
Sell 12630  AGOG @ 9.01 #+15145551888
Buy 21420  AGOG @ 9.07 #+15145559152
Buy 26770  AGOG @ 8.88 #+15145552467
Buy 21180  AGOG @ 7.5 #+15145553120
Buy 15800  AGOG @ 8.9 #+15145554044
Buy 19080  AGOG @ 7.29 #+15145550720
Sell 16610  AGOG @ 4.18 #+15145556556
Buy 26950  AGOG @ 6.13 #+15145550243
Sell 14510  AGOG @ 8.72 #+15145551915
Sell 19980  AGOG @ 6.56 #+15145553836
Buy 18150  AGOG @ 7.75 #+15145557309
Buy 16950  AGOG @ 7.79 #+15145557813
Buy 22720  AGOG @ 7.62 #+15145558710
Sell 29630  AGOG @ 8.78 #+15145551668
Buy 18340  AGOG @ 7.23 #+15145553324
Sell 23180  AGOG @ 8.08 #+15145559879
