Sell 5250  BOOMY @ 98.82 #+15145555318  
Sell 35050  BOOMY @ 81.75 #+15145558701 
Sell 29380  BOOMY @ 82.01 #+15145554915 
Sell 15060  BOOMY @ 82.13 #+15145559405 
Buy 24170  BOOMY @ 82.38 #+15145554114  
Sell 27630  BOOMY @ 83.85 #+15145555060 
Buy 24140  BOOMY @ 83.83 #+15145553475  
Buy 13810  BOOMY @ 84.09 #+15145557937  
Buy 15740  BOOMY @ 83.97 #+15145558157  
Buy 22410  BOOMY @ 83.57 #+15145556523  
Buy 21530  BOOMY @ 83.76 #+15145558388  
Buy 23420  BOOMY @ 82.29 #+15145555319  
Sell 15070  BOOMY @ 82.67 #+15145555506 
Sell 21980  BOOMY @ 82.86 #+15145553632 
Buy 23200  BOOMY @ 82.41 #+15145555785  
Buy 16640  BOOMY @ 81.99 #+15145557224  
Sell 12680  BOOMY @ 81.63 #+15145557601 
Buy 18280  BOOMY @ 80.67 #+15145555820  
Sell 29130  BOOMY @ 81.38 #+15145550260 
Buy 33220  BOOMY @ 80.75 #+15145559169  
Buy 16100  BOOMY @ 80.27 #+15145555810  
Buy 21350  BOOMY @ 80.9 #+15145558322   
Sell 30810  BOOMY @ 80.51 #+15145558813 
Buy 42020  BOOMY @ 81.12 #+15145554038  
Sell 15530  BOOMY @ 80.32 #+15145559428 
Buy 20820  BOOMY @ 80.02 #+15145554062  
Sell 16910  BOOMY @ 79.14 #+15145557764 
Buy 20780  BOOMY @ 79.94 #+15145556545  
Sell 31780  BOOMY @ 79.68 #+15145559091 
Sell 26090  BOOMY @ 79.26 #+15145552727 
Buy 15740  BOOMY @ 79.85 #+15145556964  
Sell 16170  BOOMY @ 80.18 #+15145557582 
Sell 14330  BOOMY @ 79.46 #+15145550068 
Sell 19950  BOOMY @ 79.11 #+15145550468 
Buy 13250  BOOMY @ 79.29 #+15145559324  
Sell 67380  BOOMY @ 80.14 #+15145553052 
Sell 15920  BOOMY @ 80.68 #+15145554737 
Sell 24490  BOOMY @ 79.83 #+15145559092 
Sell 16260  BOOMY @ 79.19 #+15145557729 
Buy 36750  BOOMY @ 79.93 #+15145554953  
Sell 32150  BOOMY @ 79.88 #+15145557172 
Sell 17030  BOOMY @ 79.73 #+15145555344 
Sell 14950  BOOMY @ 79.94 #+15145551506 
Buy 28640  BOOMY @ 80.12 #+15145558858  
Buy 10730  BOOMY @ 80.92 #+15145558833  
Sell 14580  BOOMY @ 80.64 #+15145553168 
Buy 7400  BOOMY @ 79.34 #+15145556609   
Buy 27710  BOOMY @ 79.18 #+15145556293  
Sell 29950  BOOMY @ 78.89 #+15145555527 
Buy 24770  BOOMY @ 79.04 #+15145559465  
Buy 24420  BOOMY @ 78.9 #+15145559625   
Sell 25760  BOOMY @ 79.64 #+15145551684 
Sell 34850  BOOMY @ 79.3 #+15145558061  
Sell 41350  BOOMY @ 78.93 #+15145555196 
Buy 34690  BOOMY @ 78.23 #+15145551353  
Sell 20490  BOOMY @ 77.11 #+15145556834 
Buy 20110  BOOMY @ 77.16 #+15145555405  
Sell 26830  BOOMY @ 77.84 #+15145551763 
Buy 28150  BOOMY @ 77.79 #+15145553666  
Sell 23360  BOOMY @ 77.45 #+15145551524 
Sell 36860  BOOMY @ 77.33 #+15145556386 
Sell 44850  BOOMY @ 76.94 #+15145558479 
Buy 36110  BOOMY @ 77.26 #+15145557212  
Buy 38430  BOOMY @ 76.89 #+15145557394  
Buy 40390  BOOMY @ 77.06 #+15145555379  
Buy 42230  BOOMY @ 77.96 #+15145555147  
Buy 44300  BOOMY @ 78.31 #+15145556181  
Sell 35020  BOOMY @ 79.04 #+15145556508 
Buy 28930  BOOMY @ 79.51 #+15145550348  
Buy 52080  BOOMY @ 78.95 #+15145551649  
Sell 71600  BOOMY @ 79.61 #+15145554080 
Sell 75770  BOOMY @ 79.69 #+15145556582 
Sell 51670  BOOMY @ 80.47 #+15145559732 
Buy 39740  BOOMY @ 80.5 #+15145553652   
Buy 19580  BOOMY @ 80.51 #+15145550165  
Sell 13740  BOOMY @ 80.48 #+15145555338 
Buy 16640  BOOMY @ 81.28 #+15145558824  
Sell 35460  BOOMY @ 81.18 #+15145555570 
Sell 31640  BOOMY @ 80.41 #+15145559548 
Sell 22300  BOOMY @ 80.57 #+15145555529 
Sell 32940  BOOMY @ 80.86 #+15145550614 
Sell 41840  BOOMY @ 81.34 #+15145555018 
Sell 46300  BOOMY @ 81.67 #+15145555303 
Sell 47810  BOOMY @ 81.68 #+15145554394 
Sell 46630  BOOMY @ 80.96 #+15145553800 
Sell 43790  BOOMY @ 79.99 #+15145557985 
Buy 35210  BOOMY @ 79.91 #+15145555907  
Sell 16690  BOOMY @ 80.17 #+15145558587 
Buy 5470  BOOMY @ 80.04 #+15145558549   
Buy 14980  BOOMY @ 80.4 #+15145559809   
Sell 17830  BOOMY @ 79.88 #+15145551636 
Buy 18630  BOOMY @ 79.77 #+15145556016  
Sell 18360  BOOMY @ 79.57 #+15145556566 
Sell 30040  BOOMY @ 79.55 #+15145555791 
Sell 26350  BOOMY @ 79.06 #+15145553593 
Sell 19280  BOOMY @ 79.75 #+15145550508 
Sell 18410  BOOMY @ 79.7 #+15145550146  
Buy 12480  BOOMY @ 80.14 #+15145550686  
Sell 16150  BOOMY @ 80.8 #+15145559596  
Sell 16060  BOOMY @ 81.03 #+15145559254 
Sell 21940  BOOMY @ 80.73 #+15145553576 
Buy 33910  BOOMY @ 80.2 #+15145556399   
Sell 54080  BOOMY @ 80.42 #+15145551473 
Sell 30060  BOOMY @ 79.63 #+15145559678 
Sell 20100  BOOMY @ 79.67 #+15145553444 
Sell 15290  BOOMY @ 79.14 #+15145554214 
Sell 10900  BOOMY @ 79.23 #+15145555222 
Buy 9170  BOOMY @ 79.8 #+15145556260    
Sell 7360  BOOMY @ 80.19 #+15145554392  
Buy 4460  BOOMY @ 80.76 #+15145554301   
Buy 13460  BOOMY @ 81.81 #+15145558930  
Buy 10610  BOOMY @ 82.15 #+15145555817  
Buy 7110  BOOMY @ 82.44 #+15145555006   
Buy 11080  BOOMY @ 82.52 #+15145556485  
Buy 6150  BOOMY @ 82.63 #+15145550644   
Buy 10570  BOOMY @ 82.62 #+15145557667  
Sell 5490  BOOMY @ 82.47 #+15145550737  
Sell 6560  BOOMY @ 82.52 #+15145558186  
Sell 7310  BOOMY @ 82.78 #+15145556872  
Sell 19070  BOOMY @ 83.52 #+15145554045 
Buy 12170  BOOMY @ 83.09 #+15145557686  
Buy 10270  BOOMY @ 83.39 #+15145550797  
Buy 11390  BOOMY @ 83.45 #+15145556314  
Sell 7030  BOOMY @ 82.66 #+15145558359  
Buy 11650  BOOMY @ 83.44 #+15145559332  
Sell 8390  BOOMY @ 82.77 #+15145551081  
Sell 3910  BOOMY @ 82.48 #+15145558875  
Sell 1340  BOOMY @ 82.25 #+15145553661  
Buy 3040  BOOMY @ 82.15 #+15145554071   
Sell 10930  BOOMY @ 81.52 #+15145559539 
Buy 4160  BOOMY @ 81.86 #+15145554705   
Buy 8240  BOOMY @ 80.83 #+15145559237   
Sell 7150  BOOMY @ 81.15 #+15145554085  
Buy 5890  BOOMY @ 82.26 #+15145558672   
Buy 9230  BOOMY @ 82.52 #+15145554587   
Sell 2620  BOOMY @ 82.34 #+15145557209  
Sell 5630  BOOMY @ 82.45 #+15145557820  
Buy 5490  BOOMY @ 82.94 #+15145551142   
Buy 4910  BOOMY @ 82.41 #+15145551749   
Sell 8120  BOOMY @ 82.39 #+15145558286  
Buy 8940  BOOMY @ 81.5 #+15145557294    
Sell 8300  BOOMY @ 80.98 #+15145551695  
Buy 4490  BOOMY @ 80.49 #+15145550192   
Buy 11790  BOOMY @ 80.44 #+15145556945  
Sell 9090  BOOMY @ 80.37 #+15145550198  
Sell 7500  BOOMY @ 80.39 #+15145555775  
Buy 12750  BOOMY @ 80.93 #+15145556038  
Buy 9270  BOOMY @ 80.81 #+15145550167   
Sell 2980  BOOMY @ 80.41 #+15145552296  
Buy 7180  BOOMY @ 80.41 #+15145559532   
Sell 8750  BOOMY @ 79.89 #+15145555015  
Sell 6240  BOOMY @ 78.93 #+15145557618  
Buy 8040  BOOMY @ 79.08 #+15145552192   
Sell 7130  BOOMY @ 79.02 #+15145554448  
Buy 7350  BOOMY @ 78.81 #+15145559048   
Buy 8170  BOOMY @ 78.5 #+15145557124    
Buy 3160  BOOMY @ 79.45 #+15145559141   
Sell 8810  BOOMY @ 78.45 #+15145559460  
Buy 3010  BOOMY @ 78.26 #+15145551363   
Sell 7990  BOOMY @ 77.82 #+15145551923  
Sell 12080  BOOMY @ 77.66 #+15145557698 
Sell 9640  BOOMY @ 78.56 #+15145558229  
Buy 11920  BOOMY @ 78.75 #+15145551644  
Sell 14020  BOOMY @ 79.78 #+15145554047 
Buy 13570  BOOMY @ 79.92 #+15145550105  
Buy 13300  BOOMY @ 80.81 #+15145552598  
Buy 8030  BOOMY @ 80.07 #+15145555762   
Buy 8600  BOOMY @ 80.69 #+15145554318   
Buy 12330  BOOMY @ 80.59 #+15145559128  
Buy 6770  BOOMY @ 81.04 #+15145559107   
Buy 13170  BOOMY @ 79.66 #+15145557968  
Sell 6700  BOOMY @ 79.83 #+15145557905  
Sell 8440  BOOMY @ 79.38 #+15145552151  
Buy 9030  BOOMY @ 80.19 #+15145554897   
Buy 5250  BOOMY @ 80.61 #+15145550682   
Sell 3470  BOOMY @ 80.31 #+15145553928  
Sell 5640  BOOMY @ 79.73 #+15145556088  
Buy 8630  BOOMY @ 80.16 #+15145553910   
Sell 10420  BOOMY @ 80.22 #+15145551690 
Sell 9300  BOOMY @ 81.23 #+15145550292  
Buy 11700  BOOMY @ 80.22 #+15145555260  
Sell 10930  BOOMY @ 80.47 #+15145557926 
Sell 5400  BOOMY @ 79.98 #+15145551834  
Buy 11680  BOOMY @ 79.78 #+15145550769  
Sell 9560  BOOMY @ 80.46 #+15145551791  
Buy 10750  BOOMY @ 80.4 #+15145551700   
Buy 4260  BOOMY @ 80.1 #+15145557422    
Sell 10930  BOOMY @ 79.78 #+15145552548 
Sell 9070  BOOMY @ 80.05 #+15145553352  
Buy 5810  BOOMY @ 79.79 #+15145550963   
Buy 4680  BOOMY @ 80 #+15145550191      
Sell 9610  BOOMY @ 79.47 #+15145556944  
Buy 6980  BOOMY @ 80.6 #+15145555126    
Sell 7240  BOOMY @ 80.81 #+15145551156  
Buy 10640  BOOMY @ 80.24 #+15145556960  
Buy 9610  BOOMY @ 79.6 #+15145554873    
Buy 8560  BOOMY @ 79.52 #+15145559603   
Sell 4180  BOOMY @ 79.36 #+15145559096  
Sell 9690  BOOMY @ 79.12 #+15145553607  
Sell 8590  BOOMY @ 78.7 #+15145551474   
Buy 10350  BOOMY @ 78.01 #+15145550628  
Sell 7120  BOOMY @ 77.75 #+15145557049  
Sell 6140  BOOMY @ 77.42 #+15145557516  
Buy 11280  BOOMY @ 78.33 #+15145552096  
Sell 12290  BOOMY @ 78.23 #+15145558059 
Sell 10330  BOOMY @ 77.66 #+15145555771 
Sell 13550  BOOMY @ 78.26 #+15145551022 
Sell 11250  BOOMY @ 77.74 #+15145555857 
Buy 16570  BOOMY @ 77.64 #+15145553284  
Sell 24110  BOOMY @ 77.39 #+15145558257 
Sell 12030  BOOMY @ 77.61 #+15145556292 
Sell 7470  BOOMY @ 77.4 #+15145559057   
Buy 6700  BOOMY @ 77.38 #+15145555272   
Sell 7160  BOOMY @ 76.81 #+15145559638  
Buy 7810  BOOMY @ 76.45 #+15145554229   
Sell 9920  BOOMY @ 76.56 #+15145552441  
Buy 7840  BOOMY @ 75.96 #+15145557650   
Buy 9500  BOOMY @ 75.74 #+15145553113   
Sell 11900  BOOMY @ 75.81 #+15145551282 
Sell 11680  BOOMY @ 75.96 #+15145558465 
Sell 6960  BOOMY @ 75.81 #+15145553030  
Sell 12640  BOOMY @ 75.97 #+15145554601 
Buy 14000  BOOMY @ 75.95 #+15145554940  
Buy 18660  BOOMY @ 75.27 #+15145555005  
Sell 12880  BOOMY @ 74.86 #+15145557881 
Buy 7040  BOOMY @ 74.88 #+15145553355   
Buy 3160  BOOMY @ 74.45 #+15145559670   
Sell 8560  BOOMY @ 74.53 #+15145551912  
Sell 4720  BOOMY @ 74.39 #+15145556553  
Sell 12060  BOOMY @ 74.32 #+15145550133 
Sell 13090  BOOMY @ 74.7 #+15145557347  
Buy 13030  BOOMY @ 74.54 #+15145559207  
Buy 10920  BOOMY @ 74.12 #+15145553013  
Sell 14200  BOOMY @ 74.45 #+15145553994 
Sell 19540  BOOMY @ 74.21 #+15145556301 
Buy 18370  BOOMY @ 73.72 #+15145553142  
Sell 11960  BOOMY @ 73.38 #+15145553491 
Buy 11570  BOOMY @ 74.1 #+15145557540   
Sell 2360  BOOMY @ 73.89 #+15145558984  
Sell 8840  BOOMY @ 74.14 #+15145554283  
Buy 5290  BOOMY @ 74.15 #+15145555643   
Sell 15700  BOOMY @ 74.14 #+15145551259 
Buy 10660  BOOMY @ 74.19 #+15145557923  
Buy 5830  BOOMY @ 74.12 #+15145556456   
Sell 4140  BOOMY @ 73.31 #+15145557620  
Sell 5240  BOOMY @ 73.22 #+15145556773  
Buy 8180  BOOMY @ 72.35 #+15145558155   
Sell 3860  BOOMY @ 71.91 #+15145556850  
Buy 6100  BOOMY @ 71.3 #+15145553438    
Sell 5550  BOOMY @ 71.26 #+15145558908  
Sell 17680  BOOMY @ 71.26 #+15145554939 
Sell 12690  BOOMY @ 70.87 #+15145557618 
Buy 5390  BOOMY @ 70.66 #+15145554723   
Sell 7030  BOOMY @ 70.84 #+15145555696  
Buy 6470  BOOMY @ 70.8 #+15145555876    
Sell 5990  BOOMY @ 71.12 #+15145551492  
Sell 4450  BOOMY @ 71.36 #+15145555522  
Buy 7370  BOOMY @ 71.35 #+15145558167   
Sell 5560  BOOMY @ 71.86 #+15145557387  
Sell 11550  BOOMY @ 71.54 #+15145557855 
Buy 4690  BOOMY @ 71.05 #+15145553253   
Buy 4150  BOOMY @ 71.29 #+15145557019   
Sell 13370  BOOMY @ 71.77 #+15145551730 
Sell 12700  BOOMY @ 71.98 #+15145553710 
Sell 9900  BOOMY @ 72.08 #+15145556217  
Buy 4500  BOOMY @ 71.2 #+15145558878    
Buy 10340  BOOMY @ 71.48 #+15145556105  
Buy 5360  BOOMY @ 71.06 #+15145556204   
Buy 11510  BOOMY @ 71.56 #+15145557218  
Buy 3340  BOOMY @ 71.57 #+15145550115   
Sell 6460  BOOMY @ 71.8 #+15145553823   
Sell 9220  BOOMY @ 71.57 #+15145555130  
Buy 4120  BOOMY @ 71.74 #+15145552769   
Buy 12300  BOOMY @ 71.36 #+15145556770  
Sell 7110  BOOMY @ 70.88 #+15145554509  
Sell 6800  BOOMY @ 71.09 #+15145556447  
Sell 8370  BOOMY @ 70.27 #+15145556040  
Buy 11050  BOOMY @ 69.85 #+15145555603  
Sell 13580  BOOMY @ 69.46 #+15145552558 
Buy 13620  BOOMY @ 69.48 #+15145559652  
Buy 8630  BOOMY @ 69.85 #+15145552526   
Buy 7080  BOOMY @ 69.34 #+15145556540   
Buy 12840  BOOMY @ 69.59 #+15145559343  
Buy 15650  BOOMY @ 69.34 #+15145550612  
Buy 6380  BOOMY @ 69.89 #+15145554206   
Buy 11570  BOOMY @ 70.37 #+15145557129  
Buy 18550  BOOMY @ 70.43 #+15145559866  
Buy 19360  BOOMY @ 70.72 #+15145556322  
Buy 10170  BOOMY @ 70.9 #+15145558105   
Sell 14330  BOOMY @ 70.94 #+15145550598 
Buy 12040  BOOMY @ 71.51 #+15145553016  
Buy 10810  BOOMY @ 71.79 #+15145559697  
Buy 13230  BOOMY @ 71.05 #+15145556816  
Sell 8530  BOOMY @ 70.11 #+15145554682  
Buy 4790  BOOMY @ 70.27 #+15145559324   
Sell 4640  BOOMY @ 70.21 #+15145556390  
Sell 10360  BOOMY @ 69.95 #+15145554940 
Buy 6770  BOOMY @ 69.75 #+15145554503   
Buy 5310  BOOMY @ 69.68 #+15145551759   
Sell 6010  BOOMY @ 69.48 #+15145557206  
Sell 8870  BOOMY @ 69.61 #+15145558779  
Buy 10910  BOOMY @ 69.75 #+15145553832  
Buy 7830  BOOMY @ 70.41 #+15145552395   
Buy 6840  BOOMY @ 69.99 #+15145552925   
Buy 8370  BOOMY @ 69.29 #+15145553634   
Sell 5840  BOOMY @ 68.83 #+15145553395  
Buy 10910  BOOMY @ 68.66 #+15145555508  
Sell 12970  BOOMY @ 68.22 #+15145559863 
Buy 8690  BOOMY @ 68.19 #+15145556952   
Buy 6030  BOOMY @ 68.66 #+15145558690   
Buy 6510  BOOMY @ 69.36 #+15145551084   
Sell 6130  BOOMY @ 69.07 #+15145553293  
Buy 13310  BOOMY @ 69.38 #+15145550907  
Sell 5470  BOOMY @ 69.53 #+15145558490  
Buy 13490  BOOMY @ 69.13 #+15145556153  
Sell 21960  BOOMY @ 69.69 #+15145553819 
Buy 8180  BOOMY @ 69.41 #+15145552600   
Buy 11690  BOOMY @ 69.77 #+15145555251  
Sell 18930  BOOMY @ 69.57 #+15145557842 
Sell 8390  BOOMY @ 70.15 #+15145555645  
Sell 11970  BOOMY @ 70.2 #+15145556820  
Buy 8210  BOOMY @ 70.57 #+15145552561   
Buy 7990  BOOMY @ 70.77 #+15145551929   
Sell 18940  BOOMY @ 70.6 #+15145553551  
Buy 13620  BOOMY @ 70.54 #+15145555805  
Buy 6410  BOOMY @ 70.74 #+15145555038   
Buy 13020  BOOMY @ 70.83 #+15145554287  
Buy 4210  BOOMY @ 70.92 #+15145559492   
Buy 11130  BOOMY @ 71.64 #+15145554561  
Buy 7350  BOOMY @ 71.3 #+15145550135    
Sell 9640  BOOMY @ 71.49 #+15145550575  
Sell 13430  BOOMY @ 71.01 #+15145553020 
Sell 8410  BOOMY @ 71.81 #+15145555918  
Sell 10540  BOOMY @ 71.45 #+15145555075 
Sell 19160  BOOMY @ 72.5 #+15145555003  
Buy 7740  BOOMY @ 72.56 #+15145558003   
Sell 8900  BOOMY @ 71.66 #+15145555461  
Buy 12910  BOOMY @ 73.01 #+15145550567  
Sell 13020  BOOMY @ 73.18 #+15145556433 
Buy 14360  BOOMY @ 72.65 #+15145557526  
Sell 7690  BOOMY @ 72.87 #+15145551963  
Buy 8300  BOOMY @ 72.42 #+15145558979   
Buy 12680  BOOMY @ 72.59 #+15145557539  
Buy 13150  BOOMY @ 72.09 #+15145559565  
Sell 6610  BOOMY @ 71.54 #+15145559200  
Buy 7220  BOOMY @ 71.17 #+15145551383   
Sell 12510  BOOMY @ 71.24 #+15145556043 
Sell 13150  BOOMY @ 71.67 #+15145551510 
Sell 8940  BOOMY @ 71.12 #+15145558775  
Sell 6350  BOOMY @ 70.83 #+15145554707  
Buy 3830  BOOMY @ 70.77 #+15145550130   
Buy 8290  BOOMY @ 70.19 #+15145559978   
Sell 11300  BOOMY @ 71.01 #+15145550374 
Buy 7780  BOOMY @ 71.55 #+15145554700   
Buy 13250  BOOMY @ 71.71 #+15145555293  
Buy 9020  BOOMY @ 71.93 #+15145557423   
Sell 8570  BOOMY @ 72.52 #+15145558138  
Sell 11120  BOOMY @ 72.91 #+15145558712 
Sell 16840  BOOMY @ 72.69 #+15145556572 
Sell 7700  BOOMY @ 72.46 #+15145555314  
Sell 13130  BOOMY @ 72.08 #+15145550413 
Sell 10780  BOOMY @ 71.62 #+15145554939 
Sell 8880  BOOMY @ 71.33 #+15145550277  
Buy 6730  BOOMY @ 71.27 #+15145557480   
Sell 7330  BOOMY @ 71.25 #+15145551465  
Sell 10770  BOOMY @ 71.7 #+15145557520  
Sell 8580  BOOMY @ 71.63 #+15145550971  
Sell 10480  BOOMY @ 71.83 #+15145552352 
Buy 8840  BOOMY @ 72.02 #+15145551414   
Buy 16330  BOOMY @ 72.08 #+15145551201  
Buy 18920  BOOMY @ 71.74 #+15145555714  
Sell 29260  BOOMY @ 71.98 #+15145556438 
Buy 16890  BOOMY @ 71.2 #+15145558221   
Sell 18050  BOOMY @ 70.94 #+15145555061 
Buy 25860  BOOMY @ 70.51 #+15145553132  
Sell 24390  BOOMY @ 70.59 #+15145550858 
Sell 10320  BOOMY @ 70.62 #+15145557987 
Sell 18390  BOOMY @ 70.51 #+15145550143 
Buy 14710  BOOMY @ 70.85 #+15145554928  
Buy 20070  BOOMY @ 70.56 #+15145551374  
Buy 14030  BOOMY @ 71.2 #+15145557990   
Sell 7530  BOOMY @ 69.92 #+15145554110  
Buy 11600  BOOMY @ 70.13 #+15145550241  
Sell 12500  BOOMY @ 69.84 #+15145550223 
Sell 18070  BOOMY @ 69.63 #+15145553825 
Sell 20880  BOOMY @ 69.4 #+15145551902  
Sell 20350  BOOMY @ 69.24 #+15145558693 
Sell 13160  BOOMY @ 69.27 #+15145558385 
Sell 8210  BOOMY @ 68.92 #+15145553825  
Sell 10450  BOOMY @ 68.71 #+15145552401 
Sell 9850  BOOMY @ 69.48 #+15145556466  
Sell 11110  BOOMY @ 70.05 #+15145556735 
Sell 12320  BOOMY @ 70.36 #+15145558785 
Buy 12300  BOOMY @ 69.81 #+15145555374  
Buy 12740  BOOMY @ 69.75 #+15145550409  
Sell 4690  BOOMY @ 69.18 #+15145555081  
Buy 10080  BOOMY @ 69.3 #+15145557685   
Buy 11140  BOOMY @ 69.97 #+15145557835  
Buy 2490  BOOMY @ 69.53 #+15145552179   
Buy 10810  BOOMY @ 69.73 #+15145551459  
Sell 7020  BOOMY @ 69.04 #+15145555451  
Buy 5970  BOOMY @ 69.32 #+15145557460   
Buy 13050  BOOMY @ 69.2 #+15145556660   
Buy 10110  BOOMY @ 68.83 #+15145553556  
Sell 15650  BOOMY @ 68.86 #+15145554557 
Sell 16120  BOOMY @ 68.83 #+15145554841 
Sell 10240  BOOMY @ 68.9 #+15145558618  
Sell 18520  BOOMY @ 68.14 #+15145553198 
Buy 13400  BOOMY @ 68.39 #+15145556428  
Sell 13170  BOOMY @ 69.26 #+15145555318 
Sell 15860  BOOMY @ 68.85 #+15145556459 
Buy 13610  BOOMY @ 68.57 #+15145552146  
Sell 9820  BOOMY @ 68.25 #+15145551548  
Sell 10670  BOOMY @ 68.03 #+15145556197 
Sell 7490  BOOMY @ 67.25 #+15145552654  
Buy 9070  BOOMY @ 67.44 #+15145559737   
Buy 11940  BOOMY @ 67.14 #+15145551192  
Sell 17800  BOOMY @ 67.55 #+15145557337 
Sell 10550  BOOMY @ 67.87 #+15145554630 
Buy 5520  BOOMY @ 67.99 #+15145555602   
Buy 12630  BOOMY @ 68.6 #+15145557283   
Sell 11040  BOOMY @ 68.92 #+15145556744 
Buy 14110  BOOMY @ 68.94 #+15145552989  
Buy 9580  BOOMY @ 68.83 #+15145550235   
Sell 11450  BOOMY @ 68.09 #+15145551167 
Sell 17280  BOOMY @ 68.42 #+15145556510 
Sell 18320  BOOMY @ 68.01 #+15145557075 
Buy 26740  BOOMY @ 66.9 #+15145558868   
Buy 13600  BOOMY @ 67.08 #+15145550261  
Sell 12910  BOOMY @ 68.06 #+15145554203 
Sell 9230  BOOMY @ 68.16 #+15145555128  
Sell 19720  BOOMY @ 68.35 #+15145559399 
Sell 10170  BOOMY @ 67.95 #+15145552798 
Buy 17360  BOOMY @ 68.68 #+15145559266  
Sell 23490  BOOMY @ 68.33 #+15145557915 
Sell 14980  BOOMY @ 68.71 #+15145556953 
Sell 24190  BOOMY @ 69.07 #+15145559128 
Buy 11220  BOOMY @ 69.53 #+15145555328  
Buy 17660  BOOMY @ 70.34 #+15145558517  
Buy 11180  BOOMY @ 70.23 #+15145552997  
Sell 17400  BOOMY @ 70.43 #+15145552552 
Buy 20690  BOOMY @ 70.47 #+15145552596  
Sell 14960  BOOMY @ 71.14 #+15145550564 
Sell 13890  BOOMY @ 70.7 #+15145553159  
Buy 10520  BOOMY @ 70.85 #+15145556157  
Sell 10520  BOOMY @ 71.02 #+15145550979 
Buy 11480  BOOMY @ 71.79 #+15145554304  
Buy 16140  BOOMY @ 71.5 #+15145551038   
Sell 10270  BOOMY @ 70.65 #+15145557696 
Buy 18750  BOOMY @ 70.69 #+15145554021  
Sell 30220  BOOMY @ 69.67 #+15145557491 
Sell 12490  BOOMY @ 69.5 #+15145559858  
Sell 16910  BOOMY @ 68.87 #+15145552861 
Sell 12320  BOOMY @ 68.36 #+15145558049 
Sell 6160  BOOMY @ 68.52 #+15145550993  
Sell 13150  BOOMY @ 68.48 #+15145555792 
Sell 8320  BOOMY @ 68.87 #+15145553639  
Sell 8530  BOOMY @ 68.75 #+15145551924  
Buy 11540  BOOMY @ 68.22 #+15145559496  
Sell 8610  BOOMY @ 68.1 #+15145555126   
Sell 9030  BOOMY @ 68.25 #+15145554757  
Buy 10270  BOOMY @ 69.02 #+15145557488  
Sell 17120  BOOMY @ 68.69 #+15145558245 
Sell 20530  BOOMY @ 68.59 #+15145554239 
Buy 8810  BOOMY @ 68.6 #+15145554946    
Buy 16800  BOOMY @ 68.69 #+15145550297  
Buy 13700  BOOMY @ 68.35 #+15145555391  
Sell 8360  BOOMY @ 68.37 #+15145559444  
Buy 7400  BOOMY @ 68.05 #+15145554176   
Sell 14560  BOOMY @ 68.72 #+15145552435 
Sell 8500  BOOMY @ 68.3 #+15145553261   
Buy 3980  BOOMY @ 67.73 #+15145553168   
Sell 12490  BOOMY @ 67.59 #+15145558355 
Sell 11560  BOOMY @ 67.54 #+15145558055 
Buy 8110  BOOMY @ 67.59 #+15145558583   
Buy 11010  BOOMY @ 67.41 #+15145559320  
Buy 11710  BOOMY @ 67.52 #+15145558686  
Sell 7220  BOOMY @ 67.94 #+15145553397  
Sell 9470  BOOMY @ 67.87 #+15145556829  
Buy 14400  BOOMY @ 67.84 #+15145557744  
Buy 19240  BOOMY @ 66.48 #+15145553643  
Buy 12720  BOOMY @ 66.9 #+15145553116   
Sell 14570  BOOMY @ 67.31 #+15145559498 
Sell 10630  BOOMY @ 68.03 #+15145550908 
Buy 10880  BOOMY @ 68.38 #+15145550782  
Buy 8570  BOOMY @ 68.6 #+15145557073    
Buy 7740  BOOMY @ 68.62 #+15145555728   
Buy 5640  BOOMY @ 68.31 #+15145559141   
Buy 18760  BOOMY @ 68.41 #+15145550493  
Sell 13400  BOOMY @ 68.13 #+15145556953 
Sell 17170  BOOMY @ 68.32 #+15145556146 
Sell 4210  BOOMY @ 68.05 #+15145559648  
Buy 6100  BOOMY @ 68.31 #+15145557313   
Buy 9220  BOOMY @ 67.55 #+15145552407   
Sell 13180  BOOMY @ 68.33 #+15145557718 
Buy 14540  BOOMY @ 68.98 #+15145552030  
Sell 11540  BOOMY @ 68.41 #+15145556248 
Sell 9360  BOOMY @ 68.18 #+15145557475  
Sell 9480  BOOMY @ 68.45 #+15145557271  
Buy 15430  BOOMY @ 67.48 #+15145556866  
Buy 12780  BOOMY @ 67.2 #+15145555975   
Sell 8740  BOOMY @ 67.04 #+15145557641  
Sell 12290  BOOMY @ 67.17 #+15145554375 
Sell 7380  BOOMY @ 66.92 #+15145556460  
Sell 7290  BOOMY @ 67.32 #+15145557722  
Sell 9070  BOOMY @ 67.42 #+15145554729  
Buy 7230  BOOMY @ 67.69 #+15145558656   
Sell 13210  BOOMY @ 67.29 #+15145559743 
Buy 13420  BOOMY @ 67.93 #+15145554458  
Buy 21520  BOOMY @ 68.21 #+15145559184  
Sell 22890  BOOMY @ 67.17 #+15145552324 
Sell 12510  BOOMY @ 67.27 #+15145557743 
Sell 16490  BOOMY @ 67.44 #+15145551781 
Sell 19430  BOOMY @ 68.06 #+15145554663 
Sell 9520  BOOMY @ 68.21 #+15145556740  
Sell 13000  BOOMY @ 67.67 #+15145550890 
Sell 13610  BOOMY @ 68.34 #+15145555618 
Sell 19770  BOOMY @ 67.32 #+15145550138 
