Buy 8850  AUKV @ 91.77 #+15145559425
Buy 20070  AUKV @ 125.98 #+15145556448
Sell 12350  AUKV @ 131.54 #+15145554968
Sell 7060  AUKV @ 129.48 #+15145552995
Buy 14760  AUKV @ 135.08 #+15145552462
Sell 9200  AUKV @ 138.69 #+15145550994
Sell 12620  AUKV @ 135.03 #+15145555943
Buy 14920  AUKV @ 136.63 #+15145557175
Buy 7740  AUKV @ 137.34 #+15145550722
Sell 19330  AUKV @ 136.73 #+15145553224
Buy 10360  AUKV @ 134.15 #+15145554236
Sell 8840  AUKV @ 132.46 #+15145559907
Buy 5090  AUKV @ 132.02 #+15145554965
Buy 13530  AUKV @ 139.55 #+15145559283
Sell 5060  AUKV @ 138.41 #+15145556373
Sell 15940  AUKV @ 137.1 #+15145556343
Sell 6410  AUKV @ 130.71 #+15145550303
Buy 12650  AUKV @ 130.05 #+15145552502
Buy 9680  AUKV @ 125.39 #+15145553428
Buy 4060  AUKV @ 122.44 #+15145557375
Sell 18900  AUKV @ 118.85 #+15145553021
Sell 9540  AUKV @ 115.37 #+15145551137
Buy 6220  AUKV @ 115.5 #+15145556533
Buy 4340  AUKV @ 118.82 #+15145559918
Buy 8450  AUKV @ 115.78 #+15145556226
Sell 12710  AUKV @ 118.07 #+15145557517
Sell 8020  AUKV @ 117.03 #+15145558784
Sell 5640  AUKV @ 118.48 #+15145551373
Sell 13590  AUKV @ 119.66 #+15145556063
Sell 10780  AUKV @ 118.55 #+15145558824
Sell 10160  AUKV @ 122.61 #+15145558398
Sell 13060  AUKV @ 123.49 #+15145559007
Sell 14030  AUKV @ 127.55 #+15145553294
Buy 17090  AUKV @ 129.71 #+15145551467
Sell 14400  AUKV @ 130.45 #+15145556340
Sell 3950  AUKV @ 134.53 #+15145551883
Sell 2990  AUKV @ 137.05 #+15145554144
Sell 9160  AUKV @ 137.53 #+15145555857
Sell 16330  AUKV @ 140.17 #+15145559755
Sell 11550  AUKV @ 144.41 #+15145558394
Buy 9570  AUKV @ 143.75 #+15145552593
Buy 7430  AUKV @ 148.22 #+15145558322
Buy 10270  AUKV @ 143.98 #+15145553476
Sell 8200  AUKV @ 144.08 #+15145556170
Sell 9970  AUKV @ 136.36 #+15145558718
Buy 15250  AUKV @ 137.94 #+15145555976
Buy 7800  AUKV @ 139.06 #+15145557513
Sell 10580  AUKV @ 142.67 #+15145556902
Sell 15160  AUKV @ 144.97 #+15145559994
Sell 8410  AUKV @ 148.49 #+15145552207
Sell 8590  AUKV @ 153.69 #+15145550939
Sell 12190  AUKV @ 150.91 #+15145556787
Buy 14340  AUKV @ 153.72 #+15145558408
Buy 7010  AUKV @ 150.78 #+15145555317
Sell 12870  AUKV @ 150.03 #+15145550608
Sell 13210  AUKV @ 150.79 #+15145556539
Sell 16110  AUKV @ 147.4 #+15145557944
Buy 28470  AUKV @ 149.28 #+15145552472
Buy 13800  AUKV @ 149.7 #+15145551878
Sell 20740  AUKV @ 147.55 #+15145558039
Sell 27050  AUKV @ 151.7 #+15145552753
Buy 16630  AUKV @ 147.32 #+15145558787
Sell 17040  AUKV @ 144.07 #+15145555691
Buy 16980  AUKV @ 141.45 #+15145558815
Sell 18780  AUKV @ 145.44 #+15145553787
Buy 15550  AUKV @ 142.26 #+15145558646
Buy 9070  AUKV @ 144.65 #+15145559564
Sell 12340  AUKV @ 152.51 #+15145556199
Buy 9390  AUKV @ 150.88 #+15145550322
Buy 14310  AUKV @ 151.63 #+15145553799
Buy 19120  AUKV @ 154.19 #+15145551669
Sell 18980  AUKV @ 151.81 #+15145554673
Buy 19570  AUKV @ 156.42 #+15145550972
Sell 17140  AUKV @ 156.89 #+15145552860
Sell 7770  AUKV @ 154.36 #+15145552640
Buy 5440  AUKV @ 151.26 #+15145552555
Sell 10120  AUKV @ 150.47 #+15145554642
Buy 12490  AUKV @ 147.48 #+15145550476
Sell 5980  AUKV @ 144.18 #+15145559045
Sell 13790  AUKV @ 143.74 #+15145554757
Sell 8560  AUKV @ 145.63 #+15145557641
Sell 3780  AUKV @ 146.88 #+15145552975
Buy 11610  AUKV @ 142.77 #+15145558600
Buy 3060  AUKV @ 142.46 #+15145555607
Buy 2810  AUKV @ 143.2 #+15145551157
Sell 5330  AUKV @ 143 #+15145551561
Sell 7020  AUKV @ 144.76 #+15145559304
Sell 5860  AUKV @ 142.89 #+15145551699
Sell 6320  AUKV @ 140.18 #+15145552288
Sell 12320  AUKV @ 132.49 #+15145559307
Buy 16530  AUKV @ 134.95 #+15145552286
Buy 10340  AUKV @ 138.25 #+15145559494
Sell 9890  AUKV @ 134.43 #+15145558053
Sell 17330  AUKV @ 131.5 #+15145551305
Buy 15220  AUKV @ 134.56 #+15145555912
Sell 12020  AUKV @ 136.17 #+15145557556
Sell 15900  AUKV @ 135.88 #+15145558988
Sell 16200  AUKV @ 133.47 #+15145557177
Buy 10210  AUKV @ 135.85 #+15145559212
Buy 8470  AUKV @ 136.33 #+15145557432
Sell 9700  AUKV @ 138.8 #+15145552875
Buy 10420  AUKV @ 136.62 #+15145558818
Sell 14420  AUKV @ 132 #+15145557778
Buy 17280  AUKV @ 133.97 #+15145556843
Sell 7320  AUKV @ 137.91 #+15145556445
Sell 10140  AUKV @ 142.8 #+15145554709
Sell 8800  AUKV @ 148.68 #+15145553544
Buy 19490  AUKV @ 147.15 #+15145558620
Buy 8650  AUKV @ 146.73 #+15145556618
Buy 11010  AUKV @ 146.16 #+15145556548
Buy 9370  AUKV @ 147.41 #+15145558056
Buy 14630  AUKV @ 151.69 #+15145552967
Buy 15830  AUKV @ 148.69 #+15145551683
Buy 21230  AUKV @ 146.29 #+15145559540
Sell 9330  AUKV @ 140.56 #+15145551299
Sell 7610  AUKV @ 143.77 #+15145558173
Buy 11500  AUKV @ 143.57 #+15145559661
Buy 17380  AUKV @ 149.63 #+15145550270
Buy 11680  AUKV @ 148.54 #+15145559204
Sell 16160  AUKV @ 151.11 #+15145558725
Sell 25030  AUKV @ 157.5 #+15145557524
Sell 19910  AUKV @ 155.99 #+15145556589
Buy 23040  AUKV @ 150.9 #+15145552563
Sell 16790  AUKV @ 151.31 #+15145552997
Sell 17150  AUKV @ 148.88 #+15145551705
Buy 14080  AUKV @ 147.8 #+15145552839
Buy 14410  AUKV @ 149.13 #+15145555967
Buy 19730  AUKV @ 150.69 #+15145559080
Sell 15660  AUKV @ 149.89 #+15145556793
Buy 13500  AUKV @ 150.75 #+15145558570
Buy 5460  AUKV @ 154.88 #+15145550070
Sell 11960  AUKV @ 154.37 #+15145552628
Buy 12310  AUKV @ 148.8 #+15145557939
Sell 12800  AUKV @ 152.71 #+15145555919
Buy 9450  AUKV @ 155.06 #+15145553839
Sell 19650  AUKV @ 154.15 #+15145559320
Sell 26020  AUKV @ 151.32 #+15145553997
Sell 17620  AUKV @ 145.08 #+15145559284
Buy 15640  AUKV @ 143.6 #+15145555969
Sell 7710  AUKV @ 149.74 #+15145554446
Sell 14160  AUKV @ 150.02 #+15145550774
Sell 8800  AUKV @ 154.12 #+15145550688
Buy 14260  AUKV @ 150.36 #+15145556941
Sell 7560  AUKV @ 147.95 #+15145559467
Buy 9850  AUKV @ 145.99 #+15145559326
Sell 12080  AUKV @ 149 #+15145551770
Sell 11860  AUKV @ 151.73 #+15145550859
Buy 13720  AUKV @ 152.82 #+15145556783
Buy 13820  AUKV @ 153.46 #+15145557365
Buy 24360  AUKV @ 155.02 #+15145556768
Sell 13310  AUKV @ 158.59 #+15145550112
Buy 16680  AUKV @ 159.87 #+15145553386
Buy 17070  AUKV @ 160.42 #+15145553562
Sell 8320  AUKV @ 164.27 #+15145556796
Sell 13740  AUKV @ 169.11 #+15145555955
Buy 12160  AUKV @ 169.07 #+15145552154
Buy 14970  AUKV @ 167.91 #+15145553432
Buy 11600  AUKV @ 164.53 #+15145550640
Sell 6360  AUKV @ 168.72 #+15145558507
Buy 8560  AUKV @ 166.04 #+15145552846
Buy 10580  AUKV @ 166.1 #+15145550754
Sell 6340  AUKV @ 160.26 #+15145555431
Buy 12720  AUKV @ 160.01 #+15145558908
Sell 8490  AUKV @ 164.77 #+15145551546
Buy 10590  AUKV @ 169.89 #+15145557775
Buy 15070  AUKV @ 166.93 #+15145550514
Buy 15450  AUKV @ 168.38 #+15145557071
Sell 12630  AUKV @ 167.73 #+15145557780
Sell 8860  AUKV @ 176.93 #+15145553875
Sell 13840  AUKV @ 177.63 #+15145559043
Sell 9230  AUKV @ 186.47 #+15145553049
Buy 15470  AUKV @ 188.9 #+15145556713
Buy 10330  AUKV @ 184.68 #+15145555876
Sell 5350  AUKV @ 185.29 #+15145552976
Sell 18440  AUKV @ 193.26 #+15145554079
Sell 13030  AUKV @ 183.69 #+15145555214
