Parallel {
Buy 8850  AUKV @ 91.77 #+15145559425
Sell 10400  AUKV @ 118.98 #+15145555180
Sell 7450  AVAB @ 120.93 #+15145555129
Buy 380  ABLE @ 17.65 #+15145559308
Buy 19250  AGOG @ 105.09 #+15145559215
Buy 12240  AVAB @ 120.75 #+15145555471
Sell 6030  AKZOY @ 91.62 #+15145554482
Buy 6980  AVAB @ 118.25 #+15145556264
Sell 7890  AVAB @ 117.39 #+15145551600
Sell 510  ABLE @ 17.42 #+15145553353
Sell 9580  AUKV @ 123.51 #+15145556244
Sell 12250  AUKV @ 120.03 #+15145556410
Buy 6470  AUKV @ 120.45 #+15145559814
Sell 910  ABLE @ 17.54 #+15145556249
Buy 7880  AUKV @ 120.51 #+15145558478
Sell 16190  AVAB @ 118.98 #+15145556605
Sell 23490  AGOG @ 101.59 #+15145559690
Sell 320  ABLE @ 17.71 #+15145551358
Buy 8890  AVAB @ 123.51 #+15145557137
Buy 13060  AUKV @ 120.24 #+15145550948
Sell 570  ABLE @ 17.71 #+15145558520
Buy 11090  AVAB @ 120.03 #+15145555899
Buy 14430  AVAB @ 120.45 #+15145553580
Sell 8070  AUKV @ 123.45 #+15145553984
Sell 380  ABLE @ 17.55 #+15145556190
Sell 6830  AKZOY @ 92.04 #+15145550761
Sell 460  ABLE @ 17.72 #+15145552331
Buy 40350  AGOG @ 104.87 #+15145556846
Sell 25640  AGOG @ 104.39 #+15145551928
Buy 2950  AUKV @ 122.99 #+15145554188
Sell 31200  AGOG @ 104.5 #+15145550777
Sell 6180  AUKV @ 119.83 #+15145551457
Sell 4720  AKZOY @ 92.01 #+15145556360
Buy 510  ABLE @ 17.55 #+15145556288
Buy 4190  AKZOY @ 92.54 #+15145558337
Sell 7340  AVAB @ 120.51 #+15145559996
Buy 8930  AVAB @ 120.24 #+15145551109
Sell 6200  AKZOY @ 92.67 #+15145555864
Sell 3600  AKZOY @ 92.93 #+15145551822
Sell 3200  AKZOY @ 93.24 #+15145555638
Sell 480  ABLE @ 17.5 #+15145552554
Buy 350  ABLE @ 17.71 #+15145552952
Buy 14060  AUKV @ 117.96 #+15145555008
Buy 62080  AGOG @ 104.41 #+15145552416
Buy 120030  AGOG @ 104.8 #+15145554899
Buy 4680  AKZOY @ 93.39 #+15145551848
Sell 5130  AKZOY @ 94.05 #+15145558468
Buy 12350  AVAB @ 123.45 #+15145555313
Buy 410  ABLE @ 17.56 #+15145554408
Buy 9020  AKZOY @ 93.89 #+15145555294
Sell 4560  AUKV @ 115.53 #+15145555051
Buy 5910  AVAB @ 122.99 #+15145552866
Buy 870  ABLE @ 17.64 #+15145554841
Buy 460  ABLE @ 17.42 #+15145558824
Sell 4010  AUKV @ 118.18 #+15145555632
Buy 10130  AVAB @ 119.83 #+15145553130
Buy 10230  AUKV @ 121.99 #+15145551296
Sell 52300  AGOG @ 101.12 #+15145558111
Sell 5420  AVAB @ 117.96 #+15145550997
Buy 5610  AKZOY @ 94.06 #+15145558772
Sell 510  ABLE @ 17.41 #+15145558297
Sell 22800  AUKV @ 125.65 #+15145553782
Sell 7150  AVAB @ 115.53 #+15145553305
Sell 10920  AKZOY @ 93.99 #+15145557807
Buy 13400  AVAB @ 118.18 #+15145551866
Sell 131180  AGOG @ 104.35 #+15145554532
Buy 12220  AVAB @ 121.99 #+15145552933
Buy 7720  AUKV @ 122.56 #+15145552477
Sell 510  ABLE @ 17.2 #+15145557439
Sell 12300  AUKV @ 121.96 #+15145553579
Sell 18500  AGOG @ 105.51 #+15145551181
Buy 15590  AGOG @ 105.42 #+15145559337
Sell 6970  AKZOY @ 94.16 #+15145551565
Buy 18820  AVAB @ 125.65 #+15145554638
Sell 5560  AKZOY @ 94.2 #+15145557358
Buy 12470  AVAB @ 122.56 #+15145556767
Sell 4430  AKZOY @ 94.37 #+15145559049
Sell 19060  AUKV @ 120.65 #+15145553769
Sell 5740  AKZOY @ 94.06 #+15145554116
Buy 29690  AGOG @ 106.53 #+15145557659
Buy 6740  AVAB @ 121.96 #+15145554845
Sell 30780  AGOG @ 106.55 #+15145550633
Buy 7890  AUKV @ 120.77 #+15145559602
Buy 23580  AGOG @ 104.19 #+15145558148
Sell 460  ABLE @ 16.94 #+15145556572
Sell 8120  AKZOY @ 93.61 #+15145552530
Sell 5200  AKZOY @ 93.95 #+15145556028
Sell 490  ABLE @ 16.85 #+15145553771
Buy 350  ABLE @ 16.99 #+15145555408
Buy 480  ABLE @ 17.07 #+15145556595
Buy 4780  AKZOY @ 94.23 #+15145550749
Buy 32620  AGOG @ 106.36 #+15145559170
Sell 15880  AUKV @ 122.02 #+15145554954
Sell 14980  AUKV @ 121.61 #+15145556783
Sell 4190  AKZOY @ 94.81 #+15145558676
Sell 8860  AKZOY @ 94.84 #+15145551272
Sell 44030  AGOG @ 105.58 #+15145558378
Buy 730  ABLE @ 16.85 #+15145552479
Buy 11410  AVAB @ 120.65 #+15145558353
Sell 9390  AUKV @ 123.14 #+15145550831
Buy 19290  AUKV @ 126.34 #+15145552294
Buy 4880  AKZOY @ 95.1 #+15145558539
Buy 15640  AVAB @ 120.77 #+15145555051
Sell 4200  AKZOY @ 95.13 #+15145554283
Buy 6110  AKZOY @ 94.92 #+15145558929
Buy 15080  AUKV @ 125.18 #+15145557962
Sell 8390  AUKV @ 129.62 #+15145555287
Buy 680  ABLE @ 17.11 #+15145551077
Buy 4800  AKZOY @ 95.77 #+15145553269
Buy 30800  AGOG @ 105.67 #+15145552370
Sell 500  ABLE @ 17.28 #+15145554048
Sell 14410  AGOG @ 105.38 #+15145559458
Buy 530  ABLE @ 16.97 #+15145551619
Sell 5360  AKZOY @ 96.11 #+15145550709
Buy 550  ABLE @ 16.92 #+15145554960
Buy 500  ABLE @ 16.93 #+15145554601
Buy 8600  AUKV @ 131.21 #+15145553074
Sell 18120  AVAB @ 122.02 #+15145551961
Buy 16650  AGOG @ 104.94 #+15145554687
Buy 520  ABLE @ 17 #+15145551996
Buy 8740  AUKV @ 133.09 #+15145554093
Buy 730  ABLE @ 17.02 #+15145557388
Buy 350  ABLE @ 17.26 #+15145558410
Buy 6670  AKZOY @ 96.02 #+15145559941
Buy 610  ABLE @ 17.36 #+15145555626
Sell 5590  AUKV @ 130.62 #+15145551868
Buy 1080  ABLE @ 17.35 #+15145558387
Sell 15650  AUKV @ 129.93 #+15145558949
Sell 9250  AUKV @ 125.36 #+15145554237
Sell 650  ABLE @ 17.19 #+15145557082
Buy 6730  AVAB @ 121.61 #+15145555059
Buy 5610  AKZOY @ 95.99 #+15145550574
Buy 20060  AGOG @ 104.58 #+15145556638
Sell 610  ABLE @ 17.05 #+15145553008
Buy 6170  AKZOY @ 95.66 #+15145556566
Buy 7900  AVAB @ 123.14 #+15145557210
Sell 17770  AGOG @ 104.49 #+15145554819
Buy 5930  AKZOY @ 95.41 #+15145557131
Sell 4890  AKZOY @ 96.05 #+15145554699
Sell 5800  AKZOY @ 96.46 #+15145555849
Buy 13980  AGOG @ 102.39 #+15145555924
Buy 34310  AGOG @ 107.16 #+15145559919
Buy 520  ABLE @ 17.03 #+15145557863
Buy 4650  AKZOY @ 96.54 #+15145557021
Sell 31540  AGOG @ 103.8 #+15145559279
Sell 17690  AVAB @ 126.34 #+15145555560
Buy 10070  AVAB @ 125.18 #+15145557054
Sell 10030  AVAB @ 129.62 #+15145550655
Sell 5260  AVAB @ 131.21 #+15145553242
Sell 4030  AKZOY @ 96.61 #+15145550518
Buy 21930  AGOG @ 101.65 #+15145555886
Buy 11380  AUKV @ 122.78 #+15145550356
Buy 9990  AVAB @ 133.09 #+15145553284
Sell 460  ABLE @ 17.23 #+15145557092
Buy 410  ABLE @ 17.25 #+15145555594
Buy 380  ABLE @ 17.24 #+15145551649
Sell 10350  AVAB @ 130.62 #+15145557461
Buy 3640  AKZOY @ 96.8 #+15145550727
Buy 8250  AUKV @ 123.75 #+15145559299
Buy 14700  AVAB @ 129.93 #+15145555698
Sell 4200  AKZOY @ 96.41 #+15145559540
Buy 6080  AVAB @ 125.36 #+15145551010
Sell 4970  AKZOY @ 96.43 #+15145558132
Buy 4910  AKZOY @ 96.8 #+15145555245
Buy 410  ABLE @ 17.12 #+15145555464
Sell 11790  AUKV @ 128.24 #+15145555752
Buy 330  ABLE @ 17.15 #+15145550089
Buy 14750  AGOG @ 102.95 #+15145555919
Sell 5640  AKZOY @ 96.37 #+15145555144
Sell 7570  AVAB @ 122.78 #+15145556633
Sell 23080  AUKV @ 126.67 #+15145550432
Sell 360  ABLE @ 16.98 #+15145550759
Sell 370  ABLE @ 17.1 #+15145555810
Sell 360  ABLE @ 17.47 #+15145550274
Buy 8960  AVAB @ 123.75 #+15145552235
Sell 9070  AVAB @ 128.24 #+15145558495
Sell 320  ABLE @ 17.59 #+15145554592
Buy 430  ABLE @ 17.56 #+15145552048
Sell 22100  AVAB @ 126.67 #+15145555160
Buy 5580  AKZOY @ 96.61 #+15145553605
Buy 5050  AKZOY @ 96.48 #+15145551579
Sell 4880  AKZOY @ 96.09 #+15145555771
Buy 16590  AGOG @ 103.8 #+15145557011
Sell 8430  AUKV @ 134.26 #+15145552853
Sell 4330  AKZOY @ 95.99 #+15145556045
Buy 380  ABLE @ 17.7 #+15145557776
Buy 8300  AVAB @ 134.26 #+15145552409
Sell 4010  AKZOY @ 95.4 #+15145558988
Sell 9900  AUKV @ 129.38 #+15145556408
Sell 13990  AVAB @ 129.38 #+15145559220
Sell 330  ABLE @ 17.5 #+15145558687
Sell 12520  AVAB @ 129.73 #+15145551781
Sell 6080  AKZOY @ 95.43 #+15145550206
Buy 340  ABLE @ 17.51 #+15145551125
Buy 16700  AGOG @ 103.23 #+15145559558
Sell 19780  AGOG @ 102.87 #+15145554832
Sell 7020  AUKV @ 129.73 #+15145555327
Sell 34840  AGOG @ 102.14 #+15145552400
Sell 4960  AKZOY @ 95.57 #+15145557054
Sell 6810  AKZOY @ 96.48 #+15145550274
Buy 7380  AUKV @ 128.71 #+15145552812
Buy 8130  AUKV @ 129.54 #+15145559358
Sell 7920  AKZOY @ 96.07 #+15145558289
Buy 390  ABLE @ 17.63 #+15145555662
Buy 11370  AUKV @ 129.86 #+15145559573
Sell 13110  AGOG @ 102.89 #+15145558926
Buy 12770  AGOG @ 102.88 #+15145559939
Buy 13290  AGOG @ 103.63 #+15145559654
Sell 14920  AUKV @ 130.67 #+15145553569
Buy 18460  AGOG @ 103.07 #+15145558178
Buy 530  ABLE @ 17.27 #+15145556277
Buy 5860  AUKV @ 129.92 #+15145553925
Sell 14320  AVAB @ 128.71 #+15145556685
Sell 9560  AGOG @ 103.09 #+15145553784
Buy 12480  AGOG @ 102.83 #+15145558405
Sell 8880  AKZOY @ 95.93 #+15145558626
Sell 510  ABLE @ 17.01 #+15145550469
Sell 8280  AVAB @ 129.54 #+15145559430
Buy 13280  AUKV @ 129.21 #+15145556513
Buy 10080  AVAB @ 129.86 #+15145559600
Sell 15130  AGOG @ 103.11 #+15145554856
Sell 6800  AKZOY @ 95.63 #+15145559804
Buy 470  ABLE @ 17.14 #+15145552388
Buy 12940  AGOG @ 102.6 #+15145553945
Buy 430  ABLE @ 17.08 #+15145558435
Sell 14840  AUKV @ 132.05 #+15145555367
Buy 7690  AVAB @ 130.67 #+15145557419
Buy 6490  AKZOY @ 95.17 #+15145550560
Buy 11450  AVAB @ 129.92 #+15145557224
Sell 15600  AUKV @ 130.76 #+15145552854
Buy 570  ABLE @ 17.25 #+15145551953
Sell 1140  ABLE @ 17.1 #+15145551332
Buy 730  ABLE @ 17.01 #+15145551117
Sell 1210  ABLE @ 17.17 #+15145557917
Sell 9700  AVAB @ 129.21 #+15145558988
Sell 8800  AKZOY @ 95.03 #+15145558310
Sell 6590  AKZOY @ 95.36 #+15145550000
Sell 8160  AKZOY @ 95.17 #+15145551267
Buy 10030  AGOG @ 102.06 #+15145550681
Sell 13190  AUKV @ 127.81 #+15145558905
Buy 14560  AVAB @ 132.05 #+15145558994
Sell 640  ABLE @ 17.09 #+15145557704
Sell 430  ABLE @ 17.32 #+15145559951
Sell 15830  AUKV @ 128.75 #+15145551605
Sell 10320  AVAB @ 130.76 #+15145556152
Buy 11640  AVAB @ 127.81 #+15145554495
Buy 16060  AGOG @ 104.85 #+15145557142
Buy 21040  AGOG @ 105.34 #+15145552579
Buy 8270  AUKV @ 127.5 #+15145556314
Buy 6170  AKZOY @ 95.25 #+15145550907
Sell 420  ABLE @ 17.49 #+15145555390
Buy 20120  AGOG @ 102.87 #+15145557325
Buy 30840  AGOG @ 102.2 #+15145556610
Sell 8990  AKZOY @ 95.85 #+15145555587
Sell 11550  AKZOY @ 95.78 #+15145559666
Sell 30690  AGOG @ 101.36 #+15145557135
Sell 20610  AGOG @ 100.66 #+15145558844
Buy 700  ABLE @ 17.1 #+15145559241
Buy 12280  AUKV @ 130.97 #+15145555400
Buy 7150  AUKV @ 129.62 #+15145559996
Sell 10540  AUKV @ 136.35 #+15145552986
Sell 18350  AVAB @ 128.75 #+15145551155
Sell 900  ABLE @ 17.07 #+15145554489
Buy 530  ABLE @ 17.13 #+15145552864
Sell 26660  AGOG @ 101.32 #+15145550723
Buy 530  ABLE @ 17.16 #+15145557403
Sell 14050  AVAB @ 127.5 #+15145551373
Buy 490  ABLE @ 16.95 #+15145558063
Buy 11240  AUKV @ 138.84 #+15145552204
Buy 37540  AGOG @ 102.99 #+15145556804
Buy 14750  AUKV @ 140.05 #+15145555859
Buy 9570  AVAB @ 130.97 #+15145554651
Buy 11320  AUKV @ 141.39 #+15145556540
Sell 400  ABLE @ 16.82 #+15145555621
Sell 38370  AGOG @ 100.9 #+15145558381
Buy 340  ABLE @ 16.7 #+15145557092
Buy 430  ABLE @ 16.88 #+15145550137
Sell 470  ABLE @ 17.07 #+15145550968
Buy 11270  AUKV @ 143.77 #+15145552509
Buy 51480  AGOG @ 100.69 #+15145555751
Buy 6220  AUKV @ 142.65 #+15145552922
Sell 10590  AUKV @ 143.24 #+15145553701
Sell 21610  AGOG @ 101.09 #+15145559375
Sell 4940  AVAB @ 129.62 #+15145552355
Sell 15000  AVAB @ 136.35 #+15145553313
Sell 16960  AUKV @ 143.63 #+15145557595
Buy 450  ABLE @ 17.07 #+15145551683
Buy 10670  AUKV @ 149.94 #+15145551766
Buy 8750  AUKV @ 151 #+15145555553
Buy 9050  AUKV @ 149.8 #+15145557102
Buy 19450  AGOG @ 102.4 #+15145551987
Sell 25650  AGOG @ 101.46 #+15145551377
Sell 7080  AUKV @ 147.61 #+15145556145
Sell 8610  AVAB @ 138.84 #+15145557810
Buy 14310  AVAB @ 140.05 #+15145550516
Sell 14860  AKZOY @ 95.82 #+15145553428
Buy 7390  AUKV @ 150.18 #+15145553649
Buy 570  ABLE @ 17.01 #+15145551188
Buy 8590  AKZOY @ 95.71 #+15145552990
Buy 12820  AVAB @ 141.39 #+15145550484
Sell 8090  AKZOY @ 95.47 #+15145551914
Buy 33790  AGOG @ 100.16 #+15145556532
Sell 590  ABLE @ 17.02 #+15145555157
Sell 520  ABLE @ 16.66 #+15145553544
Sell 5640  AKZOY @ 95.99 #+15145559953
Buy 10640  AVAB @ 143.77 #+15145554001
Buy 4860  AKZOY @ 95.52 #+15145555729
Buy 12390  AUKV @ 148.69 #+15145552367
Sell 12710  AGOG @ 103.05 #+15145559077
Buy 18770  AGOG @ 100.23 #+15145552899
Sell 7020  AKZOY @ 95.32 #+15145550755
Buy 6840  AKZOY @ 95.84 #+15145555942
Buy 4860  AKZOY @ 95.39 #+15145551762
Buy 6670  AKZOY @ 95.52 #+15145557940
Sell 8360  AVAB @ 142.65 #+15145551374
Buy 20270  AGOG @ 100.79 #+15145559509
Buy 10150  AUKV @ 147.84 #+15145558064
Sell 9620  AVAB @ 143.24 #+15145558308
Buy 35200  AGOG @ 101.18 #+15145555129
Sell 9470  AVAB @ 143.63 #+15145557062
Buy 6280  AVAB @ 149.94 #+15145554626
Buy 7340  AKZOY @ 95.57 #+15145558024
Sell 7580  AKZOY @ 95.46 #+15145559898
Sell 7130  AKZOY @ 95.52 #+15145553419
Buy 420  ABLE @ 16.73 #+15145550177
Sell 10700  AUKV @ 150.09 #+15145551129
Buy 320  ABLE @ 16.65 #+15145553185
Buy 24520  AGOG @ 98.71 #+15145555052
Buy 8400  AVAB @ 151 #+15145551890
Buy 10700  AUKV @ 147.71 #+15145553737
Buy 16700  AGOG @ 100.39 #+15145550154
Buy 7890  AVAB @ 149.8 #+15145550710
Buy 13640  AVAB @ 147.61 #+15145557249
Buy 7180  AKZOY @ 95.04 #+15145558944
Buy 16220  AKZOY @ 95.24 #+15145550689
Sell 14590  AUKV @ 153.48 #+15145551215
Buy 4780  AKZOY @ 95.02 #+15145552194
Buy 8720  AKZOY @ 94.96 #+15145552716
Buy 20210  AGOG @ 101.38 #+15145555603
Buy 11850  AUKV @ 154.41 #+15145550457
Sell 14050  AUKV @ 153.85 #+15145550955
Buy 320  ABLE @ 16.71 #+15145551138
Buy 16930  AGOG @ 100.35 #+15145559662
Buy 370  ABLE @ 16.39 #+15145558127
Sell 6860  AVAB @ 150.18 #+15145554420
Sell 410  ABLE @ 16.54 #+15145552512
Sell 31570  AGOG @ 100.15 #+15145556471
Buy 28790  AUKV @ 150.87 #+15145553236
Buy 7030  AVAB @ 148.69 #+15145550356
Sell 35220  AGOG @ 99.81 #+15145553446
Buy 10170  AKZOY @ 95.19 #+15145550577
Buy 9340  AKZOY @ 94.89 #+15145555967
Buy 8520  AKZOY @ 95.29 #+15145555433
Sell 510  ABLE @ 16.74 #+15145553955
Buy 34750  AGOG @ 99.96 #+15145559640
Sell 7420  AKZOY @ 95.51 #+15145552357
Sell 8700  AKZOY @ 96.2 #+15145550153
Buy 10130  AVAB @ 147.84 #+15145556604
Buy 8990  AKZOY @ 96.82 #+15145558785
Sell 10040  AKZOY @ 97.01 #+15145555593
Buy 7330  AVAB @ 150.09 #+15145553486
Sell 570  ABLE @ 16.78 #+15145556977
Sell 460  ABLE @ 16.84 #+15145555605
Buy 560  ABLE @ 16.91 #+15145557764
Buy 16240  AUKV @ 150.01 #+15145556236
Sell 5210  AKZOY @ 96.76 #+15145553090
Sell 17340  AUKV @ 152.04 #+15145554932
Buy 24600  AUKV @ 150.4 #+15145551874
Buy 25170  AUKV @ 158.53 #+15145553963
Sell 7020  AKZOY @ 96.95 #+15145554213
Sell 12470  AVAB @ 147.71 #+15145558397
Sell 6650  AKZOY @ 96.76 #+15145557753
Sell 13720  AGOG @ 100.34 #+15145555314
Sell 7880  AKZOY @ 97.02 #+15145553759
Buy 8510  AVAB @ 153.48 #+15145556979
Buy 490  ABLE @ 16.85 #+15145556056
Buy 23560  AGOG @ 101.1 #+15145557639
Sell 16610  AUKV @ 160.92 #+15145551370
Sell 17670  AUKV @ 160.91 #+15145558351
Buy 41820  AGOG @ 100.5 #+15145558349
Buy 31390  AGOG @ 100.77 #+15145551015
Sell 7840  AKZOY @ 97.43 #+15145550035
Sell 15540  AVAB @ 154.41 #+15145554531
Sell 21010  AUKV @ 162.45 #+15145555343
Sell 11560  AVAB @ 153.85 #+15145553798
Buy 14850  AUKV @ 157.65 #+15145553095
Buy 28660  AVAB @ 150.87 #+15145557157
Buy 4270  AKZOY @ 97.45 #+15145558943
Buy 13900  AUKV @ 161.76 #+15145555575
Buy 9490  AUKV @ 156.71 #+15145554202
Buy 8480  AKZOY @ 97.08 #+15145553733
Sell 10120  AKZOY @ 97 #+15145550260
Sell 370  ABLE @ 16.71 #+15145558975
Buy 460  ABLE @ 16.67 #+15145556706
Buy 390  ABLE @ 16.75 #+15145557201
Sell 580  ABLE @ 17 #+15145552064
Buy 710  ABLE @ 17.06 #+15145551141
Buy 670  ABLE @ 17.09 #+15145552672
Sell 6680  AKZOY @ 96.83 #+15145557453
Sell 480  ABLE @ 16.96 #+15145559942
Buy 14500  AGOG @ 99.29 #+15145556916
Buy 530  ABLE @ 17.22 #+15145557666
Sell 8330  AKZOY @ 97.2 #+15145555555
Buy 20580  AVAB @ 150.01 #+15145550883
Sell 13900  AUKV @ 157.06 #+15145551113
Sell 10830  AKZOY @ 97.41 #+15145552270
Sell 18810  AUKV @ 161.12 #+15145553434
Sell 8240  AKZOY @ 96.71 #+15145556359
Buy 13490  AUKV @ 159.31 #+15145552488
Sell 16070  AVAB @ 152.04 #+15145553844
Buy 10010  AKZOY @ 96.77 #+15145554546
Sell 15380  AGOG @ 100 #+15145551280
Buy 7100  AKZOY @ 96.91 #+15145552076
Buy 15430  AGOG @ 99.79 #+15145556651
Buy 17770  AGOG @ 97.64 #+15145558690
Sell 5400  AKZOY @ 96.61 #+15145553033
Buy 28420  AVAB @ 150.4 #+15145557248
Buy 15710  AVAB @ 158.53 #+15145559975
Sell 22460  AUKV @ 158.43 #+15145559092
Buy 820  ABLE @ 17.07 #+15145558700
Sell 720  ABLE @ 17.2 #+15145554578
Sell 21050  AUKV @ 152.68 #+15145557364
Sell 10940  AVAB @ 160.92 #+15145552709
Sell 14750  AVAB @ 160.91 #+15145558391
Sell 20240  AVAB @ 162.45 #+15145556774
Buy 14750  AVAB @ 157.65 #+15145554268
Buy 700  ABLE @ 17.1 #+15145550338
Sell 740  ABLE @ 17.15 #+15145552375
Buy 9260  AKZOY @ 96.47 #+15145557100
Sell 1210  ABLE @ 17.49 #+15145550716
Buy 12160  AUKV @ 150.06 #+15145559704
Buy 910  ABLE @ 17.53 #+15145553495
Buy 17930  AGOG @ 97.42 #+15145555417
Sell 15020  AVAB @ 161.76 #+15145553986
Buy 15430  AVAB @ 156.71 #+15145550545
Buy 16040  AGOG @ 99.28 #+15145556890
Sell 3900  AKZOY @ 96.71 #+15145551392
Sell 12360  AUKV @ 159.54 #+15145557525
Sell 450  ABLE @ 17.47 #+15145552733
Sell 19120  AGOG @ 99.48 #+15145556367
Buy 14470  AUKV @ 152.16 #+15145554734
Sell 5310  AKZOY @ 96.52 #+15145556837
Buy 14040  AUKV @ 153.18 #+15145558138
Sell 10100  AUKV @ 145.05 #+15145555969
Buy 15540  AVAB @ 157.06 #+15145559459
Buy 12930  AUKV @ 145.37 #+15145554393
Buy 8890  AUKV @ 145.85 #+15145559687
Buy 6600  AUKV @ 147.01 #+15145554607
Buy 6440  AKZOY @ 96.42 #+15145558896
Buy 18440  AVAB @ 161.12 #+15145558143
Sell 340  ABLE @ 17.46 #+15145554813
Buy 5380  AUKV @ 146.27 #+15145555181
Sell 5840  AKZOY @ 97.64 #+15145557653
Buy 4920  AKZOY @ 97.85 #+15145557137
Buy 400  ABLE @ 17.42 #+15145550174
Sell 18790  AVAB @ 159.31 #+15145556179
Sell 4390  AUKV @ 146.21 #+15145551338
Sell 410  ABLE @ 17.48 #+15145551583
Sell 7390  AKZOY @ 97.88 #+15145555022
Buy 8200  AKZOY @ 98.14 #+15145557620
Sell 6160  AUKV @ 145.63 #+15145558382
Sell 360  ABLE @ 17.38 #+15145556704
Buy 33310  AGOG @ 99.4 #+15145552479
Sell 6350  AKZOY @ 97.72 #+15145550607
Buy 20170  AVAB @ 158.43 #+15145553824
Sell 23330  AVAB @ 152.68 #+15145558276
Sell 410  ABLE @ 17.48 #+15145552477
Buy 11080  AUKV @ 144.29 #+15145553525
Buy 9740  AKZOY @ 97.77 #+15145555692
Sell 10830  AUKV @ 137.64 #+15145558426
Sell 7170  AUKV @ 134.5 #+15145551471
Sell 8240  AKZOY @ 97.72 #+15145559048
Buy 21100  AGOG @ 96.5 #+15145552189
Buy 26930  AGOG @ 99.16 #+15145552183
Buy 500  ABLE @ 17.49 #+15145551492
Buy 22910  AGOG @ 97.18 #+15145557819
Buy 460  ABLE @ 17.42 #+15145556078
Sell 20330  AVAB @ 150.06 #+15145557514
Sell 500  ABLE @ 17.62 #+15145552929
Sell 3930  AKZOY @ 98.29 #+15145551105
Buy 7130  AKZOY @ 98.14 #+15145551667
Sell 10500  AVAB @ 159.54 #+15145555465
Buy 13890  AVAB @ 152.16 #+15145551224
Sell 24730  AGOG @ 98.93 #+15145550539
Sell 7660  AVAB @ 153.18 #+15145559404
Sell 8830  AVAB @ 145.05 #+15145553789
Sell 39060  AGOG @ 95.68 #+15145557382
Sell 460  ABLE @ 17.57 #+15145559364
Buy 49690  AGOG @ 97.8 #+15145558101
Sell 6670  AKZOY @ 98.19 #+15145550737
Buy 290  ABLE @ 17.45 #+15145552659
Buy 6670  AUKV @ 132.96 #+15145554303
Buy 26670  AGOG @ 97.52 #+15145558662
Sell 23370  AGOG @ 98.05 #+15145557280
Buy 300  ABLE @ 17.5 #+15145550431
Sell 8320  AVAB @ 145.37 #+15145552812
Buy 360  ABLE @ 17.48 #+15145558551
Sell 15780  AVAB @ 145.85 #+15145552090
Buy 9070  AVAB @ 147.01 #+15145559405
Buy 8770  AUKV @ 133.29 #+15145559831
Buy 23360  AGOG @ 98.15 #+15145554915
Sell 260  ABLE @ 17.56 #+15145556894
Sell 14620  AGOG @ 98.1 #+15145557498
Buy 7290  AKZOY @ 98.18 #+15145555840
Sell 10040  AKZOY @ 98.58 #+15145558473
Sell 12090  AVAB @ 146.27 #+15145551517
Buy 8090  AKZOY @ 98.93 #+15145554801
Buy 17130  AGOG @ 98.06 #+15145555724
Buy 6490  AKZOY @ 98.93 #+15145551556
Sell 6330  AKZOY @ 99.58 #+15145551788
Buy 8320  AKZOY @ 99.69 #+15145559445
Buy 13240  AKZOY @ 99.71 #+15145559552
Sell 8180  AVAB @ 146.21 #+15145556581
Sell 15410  AUKV @ 136.89 #+15145556765
Buy 23470  AKZOY @ 99.5 #+15145554857
Sell 230  ABLE @ 17.72 #+15145552000
Sell 0  AKZOY @ 100.14 #+15145551252
Sell 7960  AKZOY @ 99.85 #+15145551553
Buy 9420  AVAB @ 145.63 #+15145559065
Buy 240  ABLE @ 17.66 #+15145557889
Sell 14720  AUKV @ 135.54 #+15145555643
Buy 11210  AKZOY @ 99.98 #+15145552855
Buy 6220  AVAB @ 144.29 #+15145558721
Sell 7450  AUKV @ 137.89 #+15145555119
Sell 7030  AVAB @ 137.64 #+15145556003
Sell 17130  AKZOY @ 100.47 #+15145558067
Buy 21390  AGOG @ 97.9 #+15145557318
Sell 7980  AUKV @ 139.23 #+15145550175
Sell 13590  AGOG @ 98 #+15145553064
Sell 13000  AVAB @ 134.5 #+15145559025
Sell 23580  AKZOY @ 99.91 #+15145558759
Sell 15960  AGOG @ 98.15 #+15145558665
Sell 330  ABLE @ 17.78 #+15145551318
Sell 8380  AVAB @ 132.96 #+15145555910
Sell 370  ABLE @ 17.73 #+15145550137
Sell 15060  AGOG @ 97.81 #+15145556750
Buy 390  ABLE @ 17.54 #+15145550811
Buy 14610  AGOG @ 97.49 #+15145551446
Buy 7600  AKZOY @ 100.35 #+15145556335
Sell 15930  AUKV @ 139.66 #+15145550348
Buy 6300  AKZOY @ 100.32 #+15145553500
Sell 6520  AKZOY @ 100.97 #+15145553249
Sell 16170  AGOG @ 97.74 #+15145551411
Sell 13900  AUKV @ 132.63 #+15145552589
Buy 1000  ABLE @ 17.33 #+15145554295
Sell 8220  AKZOY @ 100.67 #+15145558639
Buy 11820  AVAB @ 133.29 #+15145557845
Sell 19860  AGOG @ 96.95 #+15145550095
Sell 9990  AVAB @ 136.89 #+15145558636
Buy 10330  AKZOY @ 100.56 #+15145558403
Sell 11410  AUKV @ 129.96 #+15145551779
Sell 13010  AVAB @ 135.54 #+15145559999
Sell 410  ABLE @ 17.29 #+15145553759
Buy 12490  AKZOY @ 100.73 #+15145553600
Sell 440  ABLE @ 17.19 #+15145551772
Sell 480  ABLE @ 17.06 #+15145550098
Buy 16140  AKZOY @ 100.64 #+15145558438
Buy 13270  AUKV @ 135.26 #+15145551254
Sell 11700  AVAB @ 137.89 #+15145550246
