Sell 5590  AVAB @ 91.77 #+15145554734
Sell 21580  AVAB @ 125.98 #+15145554555
Sell 11820  AVAB @ 131.54 #+15145550289
Sell 7680  AVAB @ 129.48 #+15145557131
Sell 14660  AVAB @ 135.08 #+15145553942
Sell 13120  AVAB @ 138.69 #+15145552249
Buy 17460  AVAB @ 135.03 #+15145550093
Sell 5780  AVAB @ 136.63 #+15145550892
Sell 10920  AVAB @ 137.34 #+15145554435
Sell 14220  AVAB @ 136.73 #+15145550406
Sell 15680  AVAB @ 134.15 #+15145559059
Sell 9310  AVAB @ 132.46 #+15145554196
Buy 8680  AVAB @ 132.02 #+15145559004
Buy 14090  AVAB @ 139.55 #+15145553266
Buy 5710  AVAB @ 138.41 #+15145558906
Sell 11620  AVAB @ 137.1 #+15145557862
Buy 9940  AVAB @ 130.71 #+15145556521
Sell 14860  AVAB @ 130.05 #+15145551358
Buy 10810  AVAB @ 125.39 #+15145555704
Buy 5110  AVAB @ 122.44 #+15145554895
Buy 22930  AVAB @ 118.85 #+15145553455
Buy 16240  AVAB @ 115.37 #+15145554763
Sell 14460  AVAB @ 115.5 #+15145550953
Buy 10440  AVAB @ 118.82 #+15145557776
Buy 16140  AVAB @ 115.78 #+15145554261
Buy 9610  AVAB @ 118.07 #+15145556950
Sell 10390  AVAB @ 117.03 #+15145552110
Sell 8230  AVAB @ 118.48 #+15145550156
Sell 5780  AVAB @ 119.66 #+15145551247
Buy 13220  AVAB @ 118.55 #+15145551600
Sell 11270  AVAB @ 122.61 #+15145552580
Buy 8440  AVAB @ 123.49 #+15145556794
Buy 15150  AVAB @ 127.55 #+15145558153
Sell 14070  AVAB @ 129.71 #+15145551555
Sell 8570  AVAB @ 130.45 #+15145550321
Sell 5670  AVAB @ 134.53 #+15145553278
Sell 2380  AVAB @ 137.05 #+15145554201
Buy 13680  AVAB @ 137.53 #+15145558268
Sell 9170  AVAB @ 140.17 #+15145554558
Sell 13720  AVAB @ 144.41 #+15145550128
Buy 14340  AVAB @ 143.75 #+15145553078
Sell 14130  AVAB @ 148.22 #+15145557429
Sell 12830  AVAB @ 143.98 #+15145555005
Buy 13850  AVAB @ 144.08 #+15145554244
Buy 14030  AVAB @ 136.36 #+15145552577
Buy 6570  AVAB @ 137.94 #+15145551833
Buy 6260  AVAB @ 139.06 #+15145553819
Sell 4380  AVAB @ 142.67 #+15145558529
Buy 12240  AVAB @ 144.97 #+15145556513
Sell 11780  AVAB @ 148.49 #+15145553474
Sell 5510  AVAB @ 153.69 #+15145551293
Buy 9810  AVAB @ 150.91 #+15145550868
Sell 11810  AVAB @ 153.72 #+15145558313
Buy 10830  AVAB @ 150.78 #+15145559033
Buy 9310  AVAB @ 150.03 #+15145554014
Sell 12360  AVAB @ 150.79 #+15145559707
Buy 13660  AVAB @ 147.4 #+15145557916
Sell 30270  AVAB @ 149.28 #+15145557688
Buy 19850  AVAB @ 149.7 #+15145557281
Buy 18770  AVAB @ 147.55 #+15145557055
Sell 26380  AVAB @ 151.7 #+15145554316
Buy 19940  AVAB @ 147.32 #+15145558985
Buy 14280  AVAB @ 144.07 #+15145551925
Sell 13910  AVAB @ 141.45 #+15145558035
Sell 19940  AVAB @ 145.44 #+15145551697
Buy 22090  AVAB @ 142.26 #+15145557429
Buy 10900  AVAB @ 144.65 #+15145559688
Buy 10130  AVAB @ 152.51 #+15145558233
Sell 11760  AVAB @ 150.88 #+15145555166
Sell 13950  AVAB @ 151.63 #+15145555351
Sell 13450  AVAB @ 154.19 #+15145555643
Sell 18450  AVAB @ 151.81 #+15145557494
Sell 26970  AVAB @ 156.42 #+15145550666
Buy 20120  AVAB @ 156.89 #+15145552245
Buy 11930  AVAB @ 154.36 #+15145557157
Sell 5360  AVAB @ 151.26 #+15145559627
Sell 15380  AVAB @ 150.47 #+15145555691
Sell 13190  AVAB @ 147.48 #+15145555662
Buy 13630  AVAB @ 144.18 #+15145557956
Buy 11500  AVAB @ 143.74 #+15145554173
Sell 8480  AVAB @ 145.63 #+15145558552
Sell 9350  AVAB @ 146.88 #+15145557525
Buy 12950  AVAB @ 142.77 #+15145557686
Sell 6490  AVAB @ 142.46 #+15145558757
Buy 3900  AVAB @ 143.2 #+15145552207
Buy 3860  AVAB @ 143 #+15145556816
Sell 8420  AVAB @ 144.76 #+15145551044
Sell 13650  AVAB @ 142.89 #+15145555911
Sell 6410  AVAB @ 140.18 #+15145552923
Sell 11930  AVAB @ 132.49 #+15145551416
Sell 15400  AVAB @ 134.95 #+15145554153
Sell 10200  AVAB @ 138.25 #+15145555206
Buy 14480  AVAB @ 134.43 #+15145552360
Buy 17190  AVAB @ 131.5 #+15145550712
Buy 10600  AVAB @ 134.56 #+15145556227
Buy 13010  AVAB @ 136.17 #+15145558059
Sell 10660  AVAB @ 135.88 #+15145558900
Buy 15010  AVAB @ 133.47 #+15145551084
Sell 14050  AVAB @ 135.85 #+15145557398
Sell 5100  AVAB @ 136.33 #+15145559614
Buy 8240  AVAB @ 138.8 #+15145555072
Buy 14390  AVAB @ 136.62 #+15145558662
Buy 11310  AVAB @ 132 #+15145552438
Sell 15810  AVAB @ 133.97 #+15145553661
Buy 8860  AVAB @ 137.91 #+15145555473
Sell 13220  AVAB @ 142.8 #+15145556372
Buy 9040  AVAB @ 148.68 #+15145551750
Buy 10810  AVAB @ 147.15 #+15145559637
Sell 15340  AVAB @ 146.73 #+15145554277
Sell 6650  AVAB @ 146.16 #+15145556553
Buy 13560  AVAB @ 147.41 #+15145559436
Sell 10320  AVAB @ 151.69 #+15145557202
Sell 16460  AVAB @ 148.69 #+15145550325
Sell 19130  AVAB @ 146.29 #+15145555475
Buy 14830  AVAB @ 140.56 #+15145556722
Buy 15200  AVAB @ 143.77 #+15145551864
Sell 8710  AVAB @ 143.57 #+15145558963
Sell 19590  AVAB @ 149.63 #+15145553503
Sell 18110  AVAB @ 148.54 #+15145555271
Sell 13560  AVAB @ 151.11 #+15145557680
Buy 27130  AVAB @ 157.5 #+15145557672
Sell 14700  AVAB @ 155.99 #+15145555212
Sell 24790  AVAB @ 150.9 #+15145553385
Sell 18140  AVAB @ 151.31 #+15145555533
Buy 14470  AVAB @ 148.88 #+15145550602
Buy 11550  AVAB @ 147.8 #+15145559839
Buy 10740  AVAB @ 149.13 #+15145556828
Sell 21490  AVAB @ 150.69 #+15145555085
Sell 15700  AVAB @ 149.89 #+15145555318
Buy 15090  AVAB @ 150.75 #+15145553771
Buy 12850  AVAB @ 154.88 #+15145559202
Buy 8120  AVAB @ 154.37 #+15145557074
Sell 9950  AVAB @ 148.8 #+15145559140
Sell 11880  AVAB @ 152.71 #+15145559092
Buy 18730  AVAB @ 155.06 #+15145556284
Sell 17010  AVAB @ 154.15 #+15145553214
Sell 29660  AVAB @ 151.32 #+15145555861
Buy 12310  AVAB @ 145.08 #+15145555110
Buy 12010  AVAB @ 143.6 #+15145555557
Buy 9730  AVAB @ 149.74 #+15145552756
Sell 9850  AVAB @ 150.02 #+15145552757
Sell 7370  AVAB @ 154.12 #+15145550207
Sell 16530  AVAB @ 150.36 #+15145556166
Buy 8520  AVAB @ 147.95 #+15145553782
Buy 15680  AVAB @ 145.99 #+15145554002
Buy 11780  AVAB @ 149 #+15145558853
Buy 16790  AVAB @ 151.73 #+15145559102
Buy 9000  AVAB @ 152.82 #+15145559041
Sell 12930  AVAB @ 153.46 #+15145557315
Sell 26640  AVAB @ 155.02 #+15145556247
Buy 13450  AVAB @ 158.59 #+15145556692
Sell 15870  AVAB @ 159.87 #+15145553692
Sell 18070  AVAB @ 160.42 #+15145555227
Buy 11380  AVAB @ 164.27 #+15145550733
Sell 15250  AVAB @ 169.11 #+15145550069
Buy 7540  AVAB @ 169.07 #+15145553949
Buy 15370  AVAB @ 167.91 #+15145556217
Sell 4680  AVAB @ 164.53 #+15145558387
Buy 8940  AVAB @ 168.72 #+15145559394
Buy 9250  AVAB @ 166.04 #+15145556595
Sell 7840  AVAB @ 166.1 #+15145552010
Sell 11090  AVAB @ 160.26 #+15145558849
Buy 11860  AVAB @ 160.01 #+15145553071
Buy 9980  AVAB @ 164.77 #+15145553053
Buy 13460  AVAB @ 169.89 #+15145556635
Buy 20060  AVAB @ 166.93 #+15145550157
Sell 17850  AVAB @ 168.38 #+15145558425
Sell 17730  AVAB @ 167.73 #+15145553569
Buy 9370  AVAB @ 176.93 #+15145553220
Sell 11470  AVAB @ 177.63 #+15145554394
Sell 13760  AVAB @ 186.47 #+15145551633
Sell 13750  AVAB @ 188.9 #+15145554480
Sell 7260  AVAB @ 184.68 #+15145559875
Sell 4970  AVAB @ 185.29 #+15145555255
Buy 11500  AVAB @ 193.26 #+15145554430
Sell 16200  AVAB @ 183.69 #+15145551050
